region,site,subsite,longitude,latitude,date_set,date_recovered,crop_type,crop_stage,biomass_comments,burrow_effort,burrow_total,burrow_comments
Adelaide Plains,John Lush HB,JLHB,138.69579,-34.35089,2019-03-20,2019-03-21,unknown,NA,NA,400,0,
Adelaide Plains,John Lush M,JLA TG,138.59047,-34.37682,2019-03-20,2019-03-21,wheat,stubble,NA,400,0,
Adelaide Plains,John Lush M,JLAF1Scrub,138.59047,-34.37682,2019-03-20,2019-03-21,fence line,NA,NA,200,1,
Adelaide Plains,John Lush M,JLB TG,138.59047,-34.37682,2019-03-20,2019-03-21,wheat,stubble,NA,400,1,
Adelaide Plains,John Lush M,JLBF2Crop,138.59047,-34.37682,2019-03-20,2019-03-21,fence line,NA,NA,200,3,Possible beetles
Adelaide Plains,Richard Konzag,Rkon,138.403982,-34.441078,2019-03-20,2019-03-21,lentils,stubble,NA,400,0,
Northern Mallee,Colin Aikman,CAik,141.870913,-35.218871,2019-03-21,2019-03-22,wheat,stubble,NA,400,0,No sign of mice
Northern Mallee,Colin Beer,CBee,141.293619,-35.231295,2019-03-21,2019-03-22,wheat,stubble,NA,400,0,Low sign of mice
Northern Mallee,David Allen,DAlle,141.194131,-35.271539,2019-03-21,2019-03-22,wheat,stubble,NA,400,0,"Low sign of mice.
Lots of weeds in paddock."
Northern Mallee,Jack Pryse,JPryse,141.948382,-35.152942,2019-03-21,2019-03-22,pasture,NA,NA,400,0,No sign of mice.
Northern Mallee,Jim Wakefield,JWA TGCrop,142.021747,-35.098249,2019-03-21,2019-03-22,wheat,stubble,NA,400,0,Rolled stubble. Little sign of mice.
Northern Mallee,Jim Wakefield,JWAF1Crop,142.021747,-35.098249,2019-03-21,2019-03-22,fence line,NA,NA,200,0,No sign of mice
Northern Mallee,Jim Wakefield,JWAF2Scrub,142.021747,-35.098249,2019-03-21,2019-03-22,fence line,NA,NA,200,0,No sign of mice
Northern Mallee,Jim Wakefield,JWB TGCrop,142.021747,-35.098249,2019-03-21,2019-03-22,canola,stubble,NA,400,0,No sign of mice.
Northern Mallee,Kieran Hayter,KHayt,141.710731,-35.181655,2019-03-21,2019-03-22,cereal unknown,stubble,NA,400,0,Low sign of mice. Sheep grazing.
Northern Mallee,Robert McKee,RMcK,141.363881,-35.262963,2019-03-21,2019-03-22,canola,stubble,NA,400,0,Low sign of mice
Northern Mallee,Sam Parker,SPark,141.49689,-35.213419,2019-03-21,2019-03-22,wheat,stubble,NA,400,1,Low sign of mice
Northern Mallee,Tim Eichler,TEich,141.1232,-35.257329,2019-03-21,2019-03-22,wheat,stubble,NA,400,0,"Low sign of mice.
Cows in paddock."
Northern Mallee,Trent Oakley,TOak,140.984085,-35.233253,2019-03-21,2019-03-22,lentils,stubble,NA,400,0,Lots of lentils on ground. Low sign of mice.
Yorke Peninsula,Andrew Cadd,ACaddYP,137.685353,-34.13478,2019-03-22,2019-03-23,canola,stubble,NA,400,1,
Yorke Peninsula,Andrew Slater,ASlatYP,137.68374,-34.71736,2019-03-22,2019-03-23,lentils,stubble,NA,400,0,
Yorke Peninsula,Ashley Wakefield,AWakeYP,137.632825,-34.578013,2019-03-22,2019-03-23,chick peas,stubble,NA,400,1,
Yorke Peninsula,BenW Home,BWunYP,137.73607,-34.348328,2019-03-22,2019-03-23,wheat,stubble,NA,400,1,Active burrow 225-250-small bits of straw on top of cornflour.
Yorke Peninsula,BenW PP,BWunPP,137.504462,-34.447799,2019-03-22,2019-03-23,wheat,stubble,NA,400,1,
Yorke Peninsula,Brendan Ramsey,BRamYP,137.873042,-33.944014,2019-03-22,2019-03-23,wheat,stubble,NA,400,0,
Yorke Peninsula,Doug Smith,DSmiYP,137.810773,-34.359445,2019-03-22,2019-03-23,wheat,stubble,NA,400,2,Active burrow 350-375 may not have been a mouse burrow.
Yorke Peninsula,Dylan Schulz,DSchYP,137.646079,-34.430432,2019-03-22,2019-03-23,wheat,stubble,NA,400,2,Active burrow 225-250 may not be a mouse burrow.
Yorke Peninsula,Mark Schilling,MSchilYP,137.807751,-34.068904,2019-03-22,2019-03-23,oats,stubble,NA,400,0,
Yorke Peninsula,Matt Pointon,MPoinYP,137.771879,-34.647319,2019-03-22,2019-03-23,lentils,stubble,NA,400,0,
Yorke Peninsula,Scott Ramsey,ScRamYP,138.005298,-33.929847,2019-03-22,2019-03-23,wheat,stubble,NA,400,0,
Yorke Peninsula,Stephen Mattschoss,SMatYP,137.704489,-34.481354,2019-03-22,2019-03-23,wheat,stubble,NA,400,0,
Wimmera,Bernard Lindsay,BLind,142.480923,-36.183518,2019-03-23,2019-03-24,canola,stubble,NA,400,0,Low sign of mice. Lots of historic signs.
Wimmera,Brad Martin,BMart,142.490208,-36.070879,2019-03-23,2019-03-24,wheat,stubble,NA,400,0,Low sign of mice. Sheep in paddock.
Wimmera,Coree McFarlan,CMcF,142.4042,-36.27795,2019-03-23,2019-03-24,wheat,stubble,NA,400,0,Low sign of mice. Lots lof historic sign.
Wimmera,Gavin Pulse,GPuls,142.314913,-36.632039,2019-03-23,2019-03-24,wheat,stubble,NA,400,0,Low sign of mice
Wimmera,Glen Hose,GHos,142.421377,-35.893295,2019-03-23,2019-03-24,lentils,stubble,NA,400,0,Low sign of mice.
Wimmera,Greg Ruwoldt,GRuw,142.356328,-36.515782,2019-03-23,2019-03-24,wheat,stubble,NA,400,1,Medium sign of mice. Some sign of active burrows off transect.
Wimmera,Kevin Munroe,KMun2,142.363359,-35.999789,2019-03-23,2019-03-24,lentils,stubble,NA,400,1,Low sign of mice. Some activity.
Wimmera,Mark Johns,MJoh,142.283535,-36.589878,2019-03-23,2019-03-24,lentils,stubble,NA,400,1,Medium sign of mice. Lots of lentils on ground.
Wimmera,Peter Huttig,DHut,142.427022,-35.823004,2019-03-23,2019-03-24,pasture,NA,NA,400,0,Low sign of mice. Sign of historic burrows off transect.
Wimmera,Rod Armstrong,RArm,142.392226,-36.433918,2019-03-23,2019-03-24,wheat,stubble,NA,400,0,Low- medium sign of mice.
Adelaide Plains,Brett Roberts LP,BRA,138.3706,-34.31261,2019-06-25,2019-06-26,wheat,seedling,NA,400,0,No sign of mice.
Adelaide Plains,Brett Roberts LP,BRB,138.3706,-34.31261,2019-06-25,2019-06-26,canola,seedling,NA,400,0,No sign of mice
Adelaide Plains,Brett Roberts WHP,BRC,138.25932,-34.34258,2019-06-25,2019-06-26,barley,seedling,NA,400,0,No sign of mice.
Adelaide Plains,John Lush C,JLC,138.571,-34.39651,2019-06-25,2019-06-26,canola,seedling,NA,200,0,
Adelaide Plains,John Lush HB,JLHB,138.69579,-34.35089,2019-06-25,2019-06-26,wheat,seedling,NA,400,0,No sign of mice.
Adelaide Plains,John Lush M,JLA TG,138.59047,-34.37682,2019-06-25,2019-06-26,wheat,seedling,NA,400,0,"Occasional burrow, not active."
Adelaide Plains,John Lush M,JLAF1Scrub,138.59047,-34.37682,2019-06-25,2019-06-26,fence line,NA,NA,200,0,No sign of mice
Adelaide Plains,John Lush M,JLB TG,138.59047,-34.37682,2019-06-25,2019-06-26,wheat,seedling,NA,400,0,"Occasional burrow, not active."
Adelaide Plains,John Lush M,JLBF2Crop,138.59047,-34.37682,2019-06-25,2019-06-26,fence line,NA,NA,200,0,No sign of mice.
Adelaide Plains,Richard Konzag,Rkon,138.403982,-34.441078,2019-06-25,2019-06-26,wheat,seedling,NA,400,0,"Old burrows, not active."
Yorke Peninsula,Andrew Cadd,ACaddYP,137.685353,-34.13478,2019-06-27,2019-06-28,wheat,seedling,NA,400,0,no burrows
Yorke Peninsula,Andrew Slater,ASlatYP,137.68374,-34.71736,2019-06-27,2019-06-28,canola,seedling,NA,400,0,no burrows
Yorke Peninsula,Ashley Wakefield,AWakeYP,137.632825,-34.578013,2019-06-27,2019-06-28,wheat,seedling,NA,400,1,some burrows
Yorke Peninsula,BenW Home,BWunYP,137.73607,-34.348328,2019-06-27,2019-06-28,lentils,seedling,NA,400,0,no burrows
Yorke Peninsula,BenW PP,BWunPP,137.504462,-34.447799,2019-06-27,2019-06-28,barley,seedling,NA,400,0,
Yorke Peninsula,Brendan Ramsey,BRamYP,137.873042,-33.944014,2019-06-27,2019-06-28,oats,seedling,NA,400,0,no sign of burrows
Yorke Peninsula,Doug Smith,DSmiYP,137.810773,-34.359445,2019-06-27,2019-06-28,lentils,seedling,NA,400,0,no burrows
Yorke Peninsula,Dylan Schulz,DSchYP,137.646079,-34.430432,2019-06-27,2019-06-28,lentils,seedling,NA,400,1,
Yorke Peninsula,Mark Schilling,MSchilYP,137.807751,-34.068904,2019-06-27,2019-06-28,wheat,seedling,NA,400,0,no burrows seen
Yorke Peninsula,Matt Pointon,MPoinYP,137.771879,-34.647319,2019-06-27,2019-06-28,wheat,seedling,NA,400,0,no burrows
Yorke Peninsula,Scott Ramsey,ScRamYP,138.005298,-33.929847,2019-06-27,2019-06-28,lentils,seedling,NA,400,0,some inactive burrows
Yorke Peninsula,Stephen Mattschoss,SMatYP,137.704489,-34.481354,2019-06-27,2019-06-28,wheat,seedling,NA,400,0,no burrows
CIA,Community Farm,Comm Farm,145.950979,-34.74063,2019-07-01,2019-07-02,pasture,NA,NA,400,0,Low sign of mouse activity
CIA,David Bellato,DBela,145.896168,-34.804647,2019-07-01,2019-07-02,fallow,NA,NA,400,0,Low sign of mice
CIA,Ian Southerland,Ian South 1,145.767316,-34.901548,2019-07-01,2019-07-02,wheat,seedling,NA,400,0,Low sign of mice. Farmer mentioned high mouse numbers approx 6 weeks ago in a single paddoch  on the edge.
CIA,Shane Fraser,Shane Fras 1,145.987013,-34.949088,2019-07-01,2019-07-02,cereal unknown,seedling,NA,400,0,Low sign of mice
Northern Mallee,Colin Aikman,CAik,141.870913,-35.218871,2019-07-03,2019-07-04,lentils,seedling,NA,400,0,No sign of mice. Lentil crop on last two transects and lupin crop on first two transects.
Northern Mallee,Colin Beer,CBee,141.293619,-35.231295,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,David Allen,DAlle,141.194131,-35.271539,2019-07-03,2019-07-04,fallow,NA,NA,400,0,No sign of mice. Lots of weeds
Northern Mallee,Jack Pryse,JPryse,141.948382,-35.152942,2019-07-03,2019-07-04,fallow,NA,NA,400,0,No sign of mice
Northern Mallee,Jim Wakefield,JWA TGCrop,142.021747,-35.098249,2019-07-03,2019-07-04,canola,seedling,NA,400,0,No sign of mice. Paddockturned over when sown.
Northern Mallee,Jim Wakefield,JWAF1Crop,142.021747,-35.098249,2019-07-03,2019-07-04,fence line,NA,NA,200,0,Low sign of mice
Northern Mallee,Jim Wakefield,JWAF2Scrub,142.021747,-35.098249,2019-07-03,2019-07-04,fence line,NA,NA,200,0,
Northern Mallee,Jim Wakefield,JWB TGCrop,142.021747,-35.098249,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Ken McDonald,KMcD,141.598449,-35.200863,2019-07-03,2019-07-04,fallow,NA,NA,400,0,No sign of mice
Northern Mallee,Kieran Hayter,KHayt,141.710731,-35.181655,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Robert McKee,RMcK,141.363881,-35.262963,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,Signs of historic mouse activity along fence lines. No sign along transects
Northern Mallee,Sam Parker,SPark,141.49689,-35.213419,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Tim Eichler,TEich,141.1232,-35.257329,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Trent Oakley,TOak,140.984085,-35.233253,2019-07-03,2019-07-04,wheat,seedling,NA,400,0,Low sign of mice
Wimmera,Bernard Lindsay,BLind,142.480923,-36.183518,2019-07-05,2019-07-06,wheat,seedling,NA,400,0,No sign of mice. Insect activity observed in paddock
Wimmera,Brad Martin,BMart,142.490208,-36.070879,2019-07-05,2019-07-06,vetch,seedling,NA,400,0,No sign of mice.
Wimmera,Coree McFarlan,CMcF,142.4042,-36.27795,2019-07-05,2019-07-06,wheat,seedling,NA,400,0,No sign of mice
Wimmera,Gavin Pulse,GPuls,142.314913,-36.632039,2019-07-05,2019-07-06,lentils,seedling,NA,400,1,Signs of mouse activity along fence line. Lots of insect activity. Active burrow could be insects
Wimmera,Glen Hose,GHos,142.421377,-35.893295,2019-07-05,2019-07-06,wheat,seedling,NA,400,0,No sign of mice
Wimmera,Greg Ruwoldt,GRuw,142.356328,-36.515782,2019-07-05,2019-07-06,faber beans,seedling,NA,400,0,Low sign of mice. Some historic signs off transect
Wimmera,Kevin Munroe,KMun2,142.363359,-35.999789,2019-07-05,2019-07-06,wheat,seedling,NA,400,0,No sign of mice
Wimmera,Mark Johns,MJoh,142.283535,-36.589878,2019-07-05,2019-07-06,barley,seedling,NA,400,0,Low sign of mice
Wimmera,Peter Huttig,DHut,142.427022,-35.823004,2019-07-05,2019-07-06,wheat,seedling,NA,400,0,No sign of mice
Wimmera,Rod Armstrong,RArm,142.392226,-36.433918,2019-07-05,2019-07-06,pasture,NA,NA,400,0,Low sign of mice
Eyre Peninsula,Bigg's,Bigg's EP,135.473307,-33.061334,2019-07-24,2019-07-25,peas,seedling,NA,400,0,No sign of mouse activity along transects
Eyre Peninsula,Buckey,Buckey's EP,135.946639,-33.192627,2019-07-24,2019-07-25,unknown,stubble,NA,200,0,No signs of activity along transect. One active burrow observed off transect.
Eyre Peninsula,Fitz's,Fitz's EP,135.644786,-33.137722,2019-07-24,2019-07-25,fallow,NA,NA,200,0,Signs of historic burrows off transect.
Eyre Peninsula,Grocke 1,Grocke 1 EP,135.831411,-33.157263,2019-07-24,2019-07-25,unknown,stubble,NA,200,0,No sign of mouse activity
Eyre Peninsula,Grocke 2,Grocke 2 EP,135.744037,-33.151014,2019-07-24,2019-07-25,unknown,stubble,NA,200,0,No signs of mouse activity
Eyre Peninsula,Heath,Heath's EP,135.547101,-33.126842,2019-07-24,2019-07-25,pasture,NA,NA,200,0,3 burrows marked on 2nd transect. Not active.
Eyre Peninsula,Jericho's,Jericho's EP,136.29379,-33.222774,2019-07-24,2019-07-25,unknown,NA,NA,200,0,No signs of mouse activity along transect
Eyre Peninsula,Schmidt's,Schmidt's EP,136.401573,-33.155641,2019-07-24,2019-07-25,unknown,stubble,NA,200,0,No signs of mouse activity along transect.
Eyre Peninsula,Stringer,Stringer's EP,136.083054,-33.20867,2019-07-24,2019-07-25,pasture,NA,NA,200,0,No signs of mouse activity along transect.
CIA,Community Farm,Comm Farm,145.950979,-34.74063,2019-09-02,2019-09-03,fallow,NA,NA,400,0,No sign of mice. Paddock bare with weeds.
CIA,David Bellato,DBela,145.896168,-34.804647,2019-09-02,2019-09-03,fallow,NA,NA,400,0,No sign of mice. Paddock bare fallow.
CIA,Ian Southerland,Ian South 1,145.767316,-34.901548,2019-09-02,2019-09-03,wheat,flowering,NA,400,0,No sign of mice. Dense crop.
CIA,Shane Fraser,Shane Fras 1,145.987013,-34.949088,2019-09-02,2019-09-03,pasture,NA,NA,400,0,No sign of mice. Paddock full of grass in seed.
Adelaide Plains,Brett Roberts LP,BRA,138.3706,-34.31261,2019-09-03,2019-09-04,wheat,tillering,NA,400,0,No sign of mice.
Adelaide Plains,Brett Roberts LP,BRB,138.3706,-34.31261,2019-09-03,2019-09-04,canola,flowering,NA,400,0,No sign of mice.
Adelaide Plains,Brett Roberts WHP,BRC,138.25932,-34.34258,2019-09-03,2019-09-04,barley,tillering,NA,400,0,No sign of mice.
Adelaide Plains,John Lush HB,JLHB,138.69579,-34.35089,2019-09-03,2019-09-04,wheat,flowering,NA,400,0,Low sign of mice. Historic burrow marked on transect.
Adelaide Plains,John Lush M,JLA TG,138.59047,-34.37682,2019-09-03,2019-09-04,wheat,flowering,NA,400,0,Low sign of mice. Some historic burrows observed on transect. Some black beetles observed.
Adelaide Plains,John Lush M,JLAF1Scrub,138.59047,-34.37682,2019-09-03,2019-09-04,fence line,NA,NA,200,0,No sign of mice. Fencle has been removed.
Adelaide Plains,John Lush M,JLB TG,138.59047,-34.37682,2019-09-03,2019-09-04,wheat,flowering,NA,400,0,Low sign of mice. Some active burrows observed off transect.
Adelaide Plains,John Lush M,JLBF2Crop,138.59047,-34.37682,2019-09-03,2019-09-04,fence line,NA,NA,200,0,No sign of mice.
Adelaide Plains,Richard Konzag,Rkon,138.403982,-34.441078,2019-09-03,2019-09-04,wheat,tillering,NA,400,0,Low sign of mice. Lots of historic burrows observed on and off transect.
Central West,Helen Longhurst GR4,GR4,147.81459,-33.1564,2019-09-04,2019-09-05,fallow,NA,NA,400,0,No sign of mice.
Central West,James Nixon,Nixon,147.57302,-33.14626,2019-09-04,2019-09-05,wheat,seedling,NA,400,0,No sign of mice.
Central West,Ross Armstrong GR2,GR2 FL 1 E-W,148.12149,-33.15541,2019-09-04,2019-09-05,barley,seedling,NA,400,0,No sign of mice.
Central West,Ross Armstrong GR2,GR2 FL 1 E-W,148.12149,-33.15541,2019-09-04,2019-09-05,fence line,NA,NA,400,0,No new sign of mice. Seven historic burrows observed.
Central West,Ross Armstrong GR2,GR2 FL 2 N-S,148.12149,-33.15541,2019-09-04,2019-09-05,fence line,NA,NA,200,0,No sign of mice.
Central West,Ross Armstrong GR2,GR2 TG2 AB,148.12149,-33.15541,2019-09-04,2019-09-05,wheat,seedling,NA,400,0,No sign of mice.
Central West,Ross Armstrong GR3,GR3,148.00617,-33.14409,2019-09-04,2019-09-05,wheat,seedling,NA,400,0,No sign of mice.
Central West,Ross Armstrong GR5,GR5,147.95377,-33.17384,2019-09-04,2019-09-05,cereal unknown,seedling,NA,400,0,No sign of mice.
Central West,Steven Hodges STH02,STH02,147.70875,-33.23237,2019-09-04,2019-09-05,wheat,seedling,NA,400,0,No sign of mice.
Central West,Tim Moon,Tim Moon,147.48473,-33.11158,2019-09-04,2019-09-05,barley,seedling,NA,400,0,No sign of mice.
Northern Mallee,Colin Aikman,CAik,141.870913,-35.218871,2019-09-04,2019-09-05,lentils,flowering,NA,400,0,Crop is chickpeas on transect 1 and lentils on trnasect 2-3.
Northern Mallee,Colin Beer,CBee,141.293619,-35.231295,2019-09-04,2019-09-05,wheat,flowering,NA,400,0,No sign of mice.
Northern Mallee,David Allen,DAlle,141.194131,-35.271539,2019-09-04,2019-09-05,pasture,NA,NA,400,0,No sign of mice.
Northern Mallee,Jack Pryse,JPryse,141.948382,-35.152942,2019-09-04,2019-09-05,pasture,flowering,NA,400,0,No sign of mouse activity
Northern Mallee,Jim Wakefield,JWA TGCrop,142.021747,-35.098249,2019-09-04,2019-09-05,canola,flowering,NA,400,0,Low sign of mouse activity. Active burrow on trap grid.
Northern Mallee,Jim Wakefield,JWAF1Crop,142.021747,-35.098249,2019-09-04,2019-09-05,fence line,NA,NA,200,0,No mouse activity
Northern Mallee,Jim Wakefield,JWAF2Scrub,142.021747,-35.098249,2019-09-04,2019-09-05,fence line,NA,NA,200,0,No sign of mouse activity
Northern Mallee,Jim Wakefield,JWB TGCrop,142.021747,-35.098249,2019-09-04,2019-09-05,wheat,flowering,NA,400,0,No mouse activity. Lots of ants on chew cards and snap traps.
Northern Mallee,Ken McDonald,KMcD,141.598449,-35.200863,2019-09-04,2019-09-05,pasture,NA,NA,400,0,No sign of mice. Lots of insect activity.
Northern Mallee,Kieran Hayter,KHayt,141.710731,-35.181655,2019-09-04,2019-09-05,wheat,tillering,NA,400,0,No sign of mouse
Northern Mallee,Robert McKee,RMcK,141.363881,-35.262963,2019-09-04,2019-09-05,wheat,flowering,NA,400,0,No sign of mice. Two historic burrows marked.
Northern Mallee,Sam Parker,SPark,141.49689,-35.213419,2019-09-04,2019-09-05,wheat,flowering,NA,400,0,No sign of mice. More sign of birds of prey then previous trips.
Northern Mallee,Tim Eichler,TEich,141.1232,-35.257329,2019-09-04,2019-09-05,wheat,tillering,NA,400,0,No sign of mice
Northern Mallee,Trent Oakley,TOak,140.984085,-35.233253,2019-09-04,2019-09-05,wheat,flowering,NA,400,1,Low sign of mice.
Yorke Peninsula,Andrew Cadd,ACaddYP,137.685353,-34.13478,2019-09-05,2019-09-06,wheat,tillering,NA,400,0,No sign of mice.
Yorke Peninsula,Andrew Slater,ASlatYP,137.68374,-34.71736,2019-09-05,2019-09-06,wheat,flowering,NA,400,0,"Normal paddock not done canola too thick, paddock next to it done. Low sign of mice."
Yorke Peninsula,Ashley Wakefield,AWakeYP,137.632825,-34.578013,2019-09-05,2019-09-06,wheat,flowering,NA,400,1,Low sign of mice.
Yorke Peninsula,BenW Home,BWunYP,137.73607,-34.348328,2019-09-05,2019-09-06,lentils,flowering,NA,400,0,No sign of mice.
Yorke Peninsula,BenW PP,BWunPP,137.504462,-34.447799,2019-09-05,2019-09-06,barley,flowering,NA,400,0,Low sign of mice. One historic burrow marked on transect.
Yorke Peninsula,Brendan Ramsey,BRamYP,137.873042,-33.944014,2019-09-05,2019-09-06,oats,flowering,NA,400,0,No sign of mice.
Yorke Peninsula,Doug Smith,DSmiYP,137.810773,-34.359445,2019-09-05,2019-09-06,lentils,flowering,NA,400,0,No sign of mice.
Yorke Peninsula,Dylan Schulz,DSchYP,137.646079,-34.430432,2019-09-05,2019-09-06,lentils,flowering,NA,400,0,Low sign of mice. One historic burrow maked on transect. Some signs of active burrows off transect.
Yorke Peninsula,Matt Pointon,MPoinYP,137.771879,-34.647319,2019-09-05,2019-09-06,wheat,flowering,NA,400,0,Low sign of mice. Active burrow observed off transect.
Yorke Peninsula,Scott Ramsey,ScRamYP,138.005298,-33.929847,2019-09-05,2019-09-06,lentils,flowering,NA,400,0,No sign of mice
Yorke Peninsula,Stephen Mattschoss,SMatYP,137.704489,-34.481354,2019-09-05,2019-09-06,wheat,flowering,NA,400,0,No sign of mice.
Wimmera,Bernard Lindsay,BLind,142.480923,-36.183518,2019-09-06,2019-09-07,wheat,flowering,NA,400,0,No sign of mice.
Wimmera,Brad Martin,BMart,142.490208,-36.070879,2019-09-06,2019-09-07,vetch,flowering,NA,400,0,No sign of mice.
Wimmera,Coree McFarlan,CMcF,142.4042,-36.27795,2019-09-06,2019-09-07,wheat,flowering,NA,400,0,No sign of mice on burrow transects.
Wimmera,Gavin Pulse,GPuls,142.314913,-36.632039,2019-09-06,2019-09-07,chick peas,seedling,NA,400,0,No sign of mice.
Wimmera,Glen Hose,GHos,142.421377,-35.893295,2019-09-06,2019-09-07,wheat,flowering,NA,400,0,No sign of mice.
Wimmera,Greg Ruwoldt,GRuw,142.356328,-36.515782,2019-09-06,2019-09-07,faber beans,flowering,NA,400,0,No sign of mice.
Wimmera,Kevin Munroe,KMun2,142.363359,-35.999789,2019-09-06,2019-09-07,wheat,flowering,NA,400,0,Low sign of mice on burrow transects.
Wimmera,Mark Johns,MJoh,142.283535,-36.589878,2019-09-06,2019-09-07,barley,flowering,NA,400,0,No sign of mice on burrow transects.
Wimmera,Peter Huttig,DHut,142.427022,-35.823004,2019-09-06,2019-09-07,wheat,flowering,NA,400,0,Low sign of mice. One historic burrow observed on transects.
Wimmera,Rod Armstrong,RArm,142.392226,-36.433918,2019-09-06,2019-09-07,pasture,NA,NA,400,0,No sign of mice
Wimmera,Trevor Robinson,TRob,142.392802,-36.353017,2019-09-06,2019-09-07,wheat,flowering,NA,400,0,No sign of mice on burrow transects.
Downs Central,Anchorfield,Anchorfield,151.33328,-27.73779,2019-09-22,2019-09-23,"trees, shrubs & grass understorey",n/a,,200,0,
Downs Central,Formartin,Formartin,151.42749,-27.46792,2019-09-22,2019-09-23,fallow (bare surface),n/a,,200,0,
Downs Central,Kummerow,Kummerow,151.54674,-27.30968,2019-09-22,2019-09-23,sorghum,stubble  (heads harvested),,200,0,
Downs Central,Rothes,Rothes,151.31515,-27.58428,2019-09-22,2019-09-23,fallow (bare surface),n/a,,200,0,
Downs Central,Waddells 1,Waddells 1,151.44809,-27.39602,2019-09-22,2019-09-23,wheat,stubble  (heads harvested),,200,0,
Downs Northern,Cooper,Cooper,150.9543,-26.88665,2019-09-22,2019-09-23,sorghum,stubble  (heads harvested),,200,0,
Downs Northern,Milne,Milne,151.24127,-27.09526,2019-09-22,2019-09-23,fallow (bare surface),n/a,,200,0,
Downs Northern,Waddells 2,Waddells 2,150.953413,-26.703515,2019-09-22,2019-09-23,sorghum,stubble  (heads harvested),,200,0,
Downs Northern,Warra RD,Warra RD,151.0616,-26.881,2019-09-22,2019-09-23,unknown,mature (flowers/heads),Faba beans,200,0,
Goondiwindi,Killawarra,Killawarra,150.28199,-27.61304,2019-09-24,2019-09-25,millet,young (no flowers/head),Poor Millet,200,0,
Goondiwindi,Traighli,Traighli,150.34404,-27.68009,2019-09-24,2019-09-25,wheat,young (no flowers/head),,200,0,
Moree,Alawah,Alawah,150.076595,-28.978815,2019-09-24,2019-09-25,wheat,young (no flowers/head),,200,0,
Moree,Boonery,Boonery,149.99117,-29.00356,2019-09-24,2019-09-25,wheat,stubble  (heads harvested),,200,0,
Moree,Glenayr,Glenayr,150.12524,-28.89312,2019-09-24,2019-09-25,wheat,young (no flowers/head),,200,0,
Moree,Kingsley,Kingsley,149.89978,-29.42085,2019-09-24,2019-09-25,chickpea/mung beans,stubble  (heads harvested),,200,0,
Moree,Leverton,Leverton,150.029643,-29.183199,2019-09-24,2019-09-25,fallow (bare surface),n/a,,200,0,
Moree,Lorne,Lorne,150.02315,-29.1274,2019-09-24,2019-09-25,fallow (bare surface),n/a,,200,0,
Moree,Wallan,Wallen,149.98903,-29.30027,2019-09-24,2019-09-25,wheat,young (no flowers/head),,200,0,
Goondiwindi,Billa Billa,Billa Billa,150.28244,-28.17448,2019-09-25,2019-09-26,wheat,young (no flowers/head),,200,0,
Goondiwindi,Boongalla,Boongalla,150.23289,-27.53358,2019-09-25,2019-09-26,fallow (bare surface),n/a,,200,0,
Goondiwindi,Booroondoo,Booroondoo,150.36768,-27.75816,2019-09-25,2019-09-26,wheat,young (no flowers/head),,200,0,
Goondiwindi,Retreat,Retreat,150.33384,-27.86196,2019-09-25,2019-09-26,oats,young (no flowers/head),,200,0,
Goondiwindi,Retreat 1,Retreat 1,150.30045,-27.86252,2019-09-25,2019-09-26,oats,young (no flowers/head),,200,0,
Goondiwindi,Tingan,Tingan,150.29406,-28.3568,2019-09-25,2019-09-26,wheat,young (no flowers/head),,200,0,
Goondiwindi,Yarrabilla,Yarrabilla,150.28865,-28.27324,2019-09-25,2019-09-26,wheat,young (no flowers/head),,200,0,
Downs Central,Kummerow,Kummerow,151.54674,-27.30968,2019-12-14,2019-12-15,sorghum,old (older than harvest maturity),,200,0,
Downs Northern,Milne,Milne,151.24127,-27.09526,2019-12-19,2019-12-20,fallow (bare surface),n/a,,200,0,
CIA,Community Farm,Comm Farm,145.950979,-34.74063,2020-02-19,2020-02-20,fallow,NA,NA,400,0,
CIA,David Bellato,DBela,145.896168,-34.804647,2020-02-19,2020-02-20,fallow,NA,NA,400,0,
CIA,Ian Southerland,Ian South 1,145.767316,-34.901548,2020-02-19,2020-02-20,wheat,stubble,NA,400,0,
CIA,Shane Fraser,Shane Fras 1,145.987013,-34.949088,2020-02-19,2020-02-20,pasture,NA,NA,400,0,
Adelaide Plains,Brett Roberts LP,BRA,138.3706,-34.31261,2020-02-20,2020-02-21,wheat,stubble,NA,400,0,Low sign of mice. Active burrow observed off transect.
Adelaide Plains,Brett Roberts LP,BRB,138.3706,-34.31261,2020-02-20,2020-02-21,canola,stubble,NA,400,2,Low sign of mice. Sign of acticity off transects.
Adelaide Plains,Brett Roberts LP,BRC,138.3706,-34.31261,2020-02-20,2020-02-21,barley,stubble,NA,400,0,Low sign of mice. Lots of barley grain on the ground.
Adelaide Plains,John Lush C,JLC,138.571,-34.39651,2020-02-20,2020-02-21,canola,stubble,NA,400,52,Lots of sign of mice. Active tracks between burrows.
