region,site,subsite,longitude,latitude,date_set,date_recovered,crop_type,crop_stage,biomass_comments,burrow_effort,burrow_total,burrow_comments
Callide Valley,Horsley Cross 5 - 6,Horsley Cross 6,150.529502,-24.4216097,2015-10-01,2015-10-02,chickpea/mung beans,mature (flowers/heads),"10,040 kg/ha",200,0,Site 6
Callide Valley,Jambin 21- 22,Jambin 22,150.3766,-24.2088783,2015-10-01,2015-10-02,mown road verge (recent),n/a,"7,680 kg/ha",200,0,site 22
Callide Valley,Rosehill 17 - 18,Rosehill 17,150.397709,-24.2102516,2015-10-01,2015-10-02,wheat,stubble  (heads harvested),"42,240 kg/ha",200,0,Site 17
Callide Valley,Rosehill 17 - 18,Rosehill 18,150.397709,-24.2102516,2015-10-01,2015-10-02,mown road verge (recent),n/a,"5,000 kg/ha",200,0,Site 18
Callide Valley,Site 10 - 11,Site 10,150.5284506,-24.3534709,2015-10-01,2015-10-02,chickpea/mung beans,mature (flowers/heads),">10,040 kg/ha",200,0,Site 10
Callide Valley,Site 10 - 11,Site 11,150.5284506,-24.3534709,2015-10-01,2015-10-02,mown road verge (recent),n/a,"9,200",200,0,Site 11
Dawson Valley,Namgoori (Leichardt Hwy),Namgoori (Leichardr Hwy),NA,NA,2015-10-02,2015-10-03,chickpea/mung beans,mature (flowers/heads),"10,040 kg/ha",200,0,
Dawson Valley,Namgoori (Leichardt Hwy),Namgoori (Leichardr Hwy),NA,NA,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,"10,640 kg/ha",200,0,
Dawson Valley,Namgoori 6 & 7,Namgoori 6,150.1252824,-24.6130926,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,">8,640 kg/ha",200,0,Site 6
Dawson Valley,Namgoori 6 & 7,Namgoori 7,150.1252824,-24.6130926,2015-10-02,2015-10-03,chickpea/mung beans,mature (flowers/heads),"10,040 kg/ha",200,0,Site 7
Dawson Valley,Silverton 1 & 2,Silverton 1,150.1541161,-24.7677166,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,"8,640 kg/ha",200,0,Site 1
Dawson Valley,Silverton 1 & 2,Silverton 2,150.1541161,-24.7677166,2015-10-02,2015-10-03,sorghum,stubble  (heads harvested),"13,200 kg/ha",200,0,Site 2
Dawson Valley,Tallawanta 3 - 5,Tallawanta 4,150.1225787,-24.6134788,2015-10-02,2015-10-03,sorghum,stubble  (heads harvested),"13,200 kg/ha",200,0,site 4
Dawson Valley,Tallawanta 3 - 5,Tallawanta 5,150.1225787,-24.6134788,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,">10,640 kg/ha",200,0,Site 5
Dawson Valley,Toolangi 10 and 11,Toolangi 10,150.1499909,-24.58192,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,">10,640 kg/ha",200,0,Site 10
Dawson Valley,Toolangi 10 and 11,Toolangi 11,150.1499909,-24.58192,2015-10-02,2015-10-03,grazed stubble / mulch,n/a,">10,640 kg/ha",200,0,"Site 11

Grazing paddock, lightly stocked"
Dawson Valley,Toolangi 12 - 14,Toolangi 12,150.1678061,-24.583776,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,">10,640 kg/ha",200,0,Site 12
Dawson Valley,Toolangi 12 - 14,Toolangi 13,150.1678061,-24.583776,2015-10-02,2015-10-03,sunflower,young (no flowers/head),"18,000 kg/ha",200,0,Site 13
Dawson Valley,Toolangi 15 and 16 E,Toolangi 15,150.1923859,-24.5875526,2015-10-02,2015-10-03,sorghum,stubble  (heads harvested),"11,720 kg/ha",200,0,Site 15
Dawson Valley,Toolangi 15 and 16 E,Toolangi 16E,150.1923859,-24.5875526,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,">10,640 kg/ha",200,0,Site 16
Dawson Valley,Toolangi 8 and 9,Toolangi 8,150.1408231,-24.581067,2015-10-02,2015-10-03,chickpea/mung beans,mature (flowers/heads),"10,040 kg/ha",200,0,site 8
Dawson Valley,Toolangi 8 and 9,Toolangi 9,150.1408231,-24.581067,2015-10-02,2015-10-03,unburned/unmown road verge,n/a,">10,640 kg/ha",200,0,Site 9
Northern Mallee,Colin Aikman,CAik,141.870913,-35.218871,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,1,Very low level of sign of mouse activity
Northern Mallee,Colin Beer,CBee,141.293619,-35.231295,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Northern Mallee,David Allen,DAlle,141.194131,-35.271539,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,1,very low level of mouse activity recordeed
Northern Mallee,Jack Pryse,JPryse,141.948382,-35.152942,2015-10-19,2015-10-20,barley,stubble,NA,400,0,No sign of mouse activity
Northern Mallee,Jim Wakefield,JWA TGCrop,142.021747,-35.098249,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,0,400 meters of AB transects no active burrows recorde
Northern Mallee,Jim Wakefield,JWAF1Crop,142.021747,-35.098249,2015-10-19,2015-10-20,fence line,NA,NA,200,0,no sign of mice on the fence line
Northern Mallee,Jim Wakefield,JWAF2Scrub,142.021747,-35.098249,2015-10-19,2015-10-20,fence line,NA,NA,200,1,very low level of  sign of mouse activity
Northern Mallee,Jim Wakefield,JWC Crop,142.021747,-35.098249,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Northern Mallee,Ken McDonald,KMcD,141.598449,-35.200863,2015-10-19,2015-10-20,barley,ripening/ripe,NA,400,0,No sign of mouse activity
Northern Mallee,Kieran Hayter,KHayt,141.710731,-35.181655,2015-10-19,2015-10-20,barley,ripening/ripe,NA,400,1,very low level of mouse activity recordeed
Northern Mallee,Robert McKee,RMcK,141.363881,-35.262963,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Northern Mallee,Sam Parker,SPark,141.49689,-35.213419,2015-10-19,2015-10-20,barley,ripening/ripe,NA,400,1,very low level of mouse activity recordeed
Northern Mallee,Tim Eichler,TEich,141.1232,-35.257329,2015-10-19,2015-10-20,canola,ripening/ripe,NA,400,7,some sign of active burrow in the crop
Northern Mallee,Trent Oakley,TOak,140.984085,-35.233253,2015-10-19,2015-10-20,wheat,ripening/ripe,NA,400,0,No sign of mouse activity some old burrows recorded in the paddock
Wimmera,Bernard Lindsay,BLind,142.480923,-36.183518,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Wimmera,Brad Martin,BMart,142.490208,-36.070879,2015-10-21,2015-10-22,wheat,stubble,NA,400,0,No sign of mouse activity
Wimmera,Coree McFarlan,CMcF,142.4042,-36.27795,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Wimmera,Gavin Pulse,GPuls,142.314913,-36.632039,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Wimmera,Glen Hose,GHos,142.421377,-35.893295,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Wimmera,Greg Ruwoldt,GRuw,142.356328,-36.515782,2015-10-21,2015-10-22,oats,stubble,NA,400,0,No sign of mouse activity
Wimmera,Kevin Munroe,KMun,142.363359,-35.999789,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,Some old burrows marked but all were inactive
Wimmera,Mark Johns,MJoh,142.283535,-36.589878,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of active burrows but lots of sign of mouse chewed grain.
Wimmera,Peter Huttig,DHut,142.427022,-35.823004,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Wimmera,Rod Armstrong,RArm,142.392226,-36.433918,2015-10-21,2015-10-22,barley,ripening/ripe,NA,400,0,No sign of mouse activity
Wimmera,Trevor Robinson,TRob,142.392802,-36.353017,2015-10-21,2015-10-22,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Adelaide Plains,Brett Roberts LP,BRA,138.3706,-34.31261,2015-10-23,2015-10-24,oats,stubble,NA,400,0,No sign of mouse activity
Adelaide Plains,Brett Roberts LP,BRB,138.3706,-34.31261,2015-10-23,2015-10-24,oats,stubble,NA,400,0,No sign of mouse activity
Adelaide Plains,Brett Roberts WHP,BRC,138.25932,-34.34258,2015-10-23,2015-10-24,oats,stubble,NA,400,0,No sign of mouse activity
Adelaide Plains,John Lush M,JLBF2Crop,138.59047,-34.37682,2015-10-23,2015-10-24,fence line,NA,NA,100,0,"Active burrows not done in crop, crop too thick to see the ground."
Yorke Peninsula,Andrew Cadd,ACaddYP,137.685353,-34.13478,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,6,moderate level of mouse activity recordeed
Yorke Peninsula,Andrew Slater,ASlatYP,137.68374,-34.71736,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Yorke Peninsula,BenW Home,BWunYP,137.73607,-34.348328,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Yorke Peninsula,BenW PP,BWunPP,137.504462,-34.447799,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,2,low level of mouse activity recordeed
Yorke Peninsula,Bill Long,BLongYP,137.859778,-34.435774,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,1,very low level of mouse activity recordeed
Yorke Peninsula,Doug Smith,DSmiYP,137.810773,-34.359445,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Yorke Peninsula,Dylan Schulz,DSchYP,137.646079,-34.430432,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Yorke Peninsula,Mark Schilling,MSchilYP,137.807751,-34.068904,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Yorke Peninsula,Matt Pointon,MPoinYP,137.771879,-34.647319,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity.lots of earwigs
Yorke Peninsula,Scott Ramsey,ScRamYP,138.005298,-33.929847,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Yorke Peninsula,Stephen Mattschoss,SMatYP,137.704489,-34.481354,2015-10-25,2015-10-26,wheat,ripening/ripe,NA,400,0,No sign of mouse activity
Moree,Alawah,Alawah,150.076595,-28.978815,2015-10-28,2015-10-29,unknown,stubble  (heads harvested),">14,600 kg/ha",200,0,Faba beans
Moree,Alawah,Alawah,150.076595,-28.978815,2015-10-28,2015-10-29,barley,stubble  (heads harvested),"10,120 kg/ha",200,0,
Moree,Bethlee,Bethlee,150.158165,-29.462759,2015-10-28,2015-10-29,chickpea/mung beans,mature (flowers/heads),">10,040 kg/ha",200,0,
Moree,Boonery,Boonery,149.99117,-29.00356,2015-10-28,2015-10-29,wheat,mature (flowers/heads),">16,320 kg/ha",200,0,
Moree,Boonery,Boonery,149.99117,-29.00356,2015-10-28,2015-10-29,mown road verge (recent),n/a,">8,640 kg/ha",200,0,"farm verge, fenceline"
Moree,Calrossie,Calrossie,150.07633,-29.006747,2015-10-28,2015-10-29,chickpea/mung beans,stubble  (heads harvested),">10,040 kg/ha",200,0,
Moree,Calrossie,Calrossie,150.07633,-29.006747,2015-10-28,2015-10-29,mown road verge (recent),n/a,">8,640 kg/ha",200,0,farm verge along
Moree,Dimboola,Dimboola,150.198886,-29.371752999999998,2015-10-28,2015-10-29,wheat,stubble  (heads harvested),"10,120 kg/ha",200,0,
Moree,Dimboola,Dimboola,150.198886,-29.371752999999998,2015-10-28,2015-10-29,unburned/unmown road verge,n/a,"12,120 kg/ha",200,0,
Moree,Forest,Forest,150.13541,-29.178967,2015-10-28,2015-10-29,chickpea/mung beans,mature (flowers/heads),">10,040 kg/ha",200,0,
Moree,Forest,Forest,150.13541,-29.178967,2015-10-28,2015-10-29,unburned/unmown road verge,n/a,">8,640 kg/ha",200,0,"farm verge, unmown"
Moree,Leverton,Leverton,150.029643,-29.183199,2015-10-28,2015-10-29,chickpea/mung beans,mature (flowers/heads),">10,040 kg/ha",200,0,
Moree,Tycannah,Tycanna,149.846743,-29.612732,2015-10-28,2015-10-29,wheat,mature (flowers/heads),">16,320 kg/ha",200,0,
Moree,Tycannah,Tycanna,149.846743,-29.612732,2015-10-28,2015-10-29,unburned/unmown road verge,n/a,">8,640 kg/ha",200,0,farm road verge (unmown)
Eyre Peninsula,Bigg's,Bigg's EP,135.473307,-33.061334,2015-12-10,2015-12-11,barley,stubble,NA,200,1,One active burrow recorded
Eyre Peninsula,Buckey,Buckey's EP,135.946639,-33.192627,2015-12-10,2015-12-11,wheat,stubble,NA,200,0,no active burrows recorded
Eyre Peninsula,Fitz's,Fitz's EP,135.644786,-33.137722,2015-12-10,2015-12-11,pasture,NA,NA,200,0,no active burrows recorded
Eyre Peninsula,Grocke 1,Grocke 1 EP,135.831411,-33.157263,2015-12-10,2015-12-11,barley,stubble,NA,200,0,no active burrows recorded
Eyre Peninsula,Grocke 2,Grocke 2 EP,135.744037,-33.151014,2015-12-10,2015-12-11,barley,stubble,NA,200,0,no active burrows recorded
Eyre Peninsula,Heath,Heath's EP,135.547101,-33.126842,2015-12-10,2015-12-11,barley,stubble,NA,200,1,One active burrow recorded
Eyre Peninsula,Jericho's,Jericho's EP,136.29379,-33.222774,2015-12-10,2015-12-11,wheat,stubble,NA,200,0,no active burrows recorded
Eyre Peninsula,Schmidt's,Schmidt's EP,136.401573,-33.155641,2015-12-10,2015-12-11,wheat,stubble,NA,225,0,no active burrows recorded
Eyre Peninsula,Stringer,Stringer's EP,136.083054,-33.20867,2015-12-10,2015-12-11,wheat,stubble,NA,200,0,one burrow marked but not active
Eyre Peninsula,Thomson,Thomson EP,136.212344,-33.209588,2015-12-10,2015-12-11,barley,stubble,NA,200,0,no active burrows recorded
CIA,Community Farm,Comm Farm,145.950979,-34.74063,2016-03-29,2016-03-30,fallow,NA,NA,400,0,No sign of active burrow some large cracks but no real sign of mice
CIA,David Bellato,DBela,145.896168,-34.804647,2016-03-29,2016-03-30,fallow,NA,NA,400,0,no active burrows recorded
CIA,Ian Southerland,Ian South 1,145.767316,-34.901548,2016-03-29,2016-03-30,chick peas,seeding,NA,400,0,no active burrows recorded
CIA,Shane Fraser,Shane Fras 1,145.987013,-34.949088,2016-03-29,2016-03-30,wheat,stubble,NA,400,0,paddock cultivated lots of straw but no sign of mice
Northern Mallee,Colin Aikman,CAik,141.870913,-35.218871,2016-03-31,2016-04-01,wheat,stubble,NA,400,0,One active burrow observed of the transects
Northern Mallee,Colin Beer,CBee,141.293619,-35.231295,2016-03-31,2016-04-01,barley,stubble,NA,400,0,some active burrows observed off the transects
Northern Mallee,David Allen,DAlle,141.194131,-35.271539,2016-03-31,2016-04-01,barley,stubble,NA,400,0,no active burrows recorded
Northern Mallee,Jack Pryse,JPryse,141.948382,-35.152942,2016-03-31,2016-04-01,barley,stubble,NA,400,0,no active burrows recorded
Northern Mallee,Jim Wakefield,JWA TGCrop,142.021747,-35.098249,2016-03-31,2016-04-01,wheat,stubble,NA,400,0,no active burrows recorded
Northern Mallee,Jim Wakefield,JWAF1Crop,142.021747,-35.098249,2016-03-31,2016-04-01,fence line,NA,NA,200,0,no active burrows recorded
Northern Mallee,Jim Wakefield,JWAF2Scrub,142.021747,-35.098249,2016-03-31,2016-04-01,fence line,NA,NA,200,0,no active burrows recorded
Northern Mallee,Jim Wakefield,JWB TGCrop,142.021747,-35.098249,2016-03-31,2016-04-01,wheat,stubble,NA,400,0,One active burrow detected away from the transects
Northern Mallee,Ken McDonald,KMcD,141.598449,-35.200863,2016-03-31,2016-04-01,wheat,stubble,NA,400,0,some old burrows in the paddock away from the transects
Northern Mallee,Kieran Hayter,KHayt,141.710731,-35.181655,2016-03-31,2016-04-01,wheat,stubble,NA,400,0,no active burrows recorded
Northern Mallee,Robert McKee,RMcK,141.363881,-35.262963,2016-03-31,2016-04-01,wheat,stubble,NA,400,0,no active burrows recorded
Northern Mallee,Sam Parker,SPark,141.49689,-35.213419,2016-03-31,2016-04-01,barley,stubble,NA,400,1,one active burrow recorded
Northern Mallee,Tim Eichler,TEich,141.1232,-35.257329,2016-03-31,2016-04-01,canola,stubble,NA,400,0,some active burrows observed off the transects
Northern Mallee,Trent Oakley,TOak,140.984085,-35.233253,2016-03-31,2016-04-01,barley,stubble,NA,400,4,quite a few active burrows in the paddock
Wimmera,Bernard Lindsay,BLind,142.480923,-36.183518,2016-04-02,2016-04-03,wheat,stubble,NA,400,0,no active burrows recorded
Wimmera,Brad Martin,BMart,142.490208,-36.070879,2016-04-02,2016-04-03,oats,stubble,NA,400,0,no active burrows recorded
Wimmera,Coree McFarlan,CMcF,142.4042,-36.27795,2016-04-02,2016-04-03,wheat,stubble,NA,400,0,no active burrows recorded
Wimmera,Gavin Pulse,GPuls,142.314913,-36.632039,2016-04-02,2016-04-03,wheat,stubble,NA,400,3,some active burrows generaly low levels of activity
Wimmera,Glen Hose,GHos,142.421377,-35.893295,2016-04-02,2016-04-03,wheat,stubble,NA,400,0,no active burrows recorded
Wimmera,Greg Ruwoldt,GRuw,142.356328,-36.515782,2016-04-02,2016-04-03,oats,stubble,NA,400,1,one active burrow recorded with some sign of old burrows in the paddock generaly low levels of activity
Wimmera,Kevin Munroe,KMun,142.363359,-35.999789,2016-04-02,2016-04-03,wheat,stubble,NA,400,1,one active burrow recorded some old burrows off the transect generally low levels of activity.
Wimmera,Mark Johns,MJoh,142.283535,-36.589878,2016-04-02,2016-04-03,wheat,stubble,NA,400,4,lot of old and some active burrows recorded
Wimmera,Peter Huttig,DHut,142.427022,-35.823004,2016-04-02,2016-04-03,wheat,stubble,NA,400,0,no active burrows recorded
Wimmera,Rod Armstrong,RArm,142.392226,-36.433918,2016-04-02,2016-04-03,barley,stubble,NA,400,0,no active burrows recorded
Wimmera,Trevor Robinson,TRob,142.392802,-36.353017,2016-04-02,2016-04-03,wheat,stubble,NA,400,0,no active burrows recorded
Adelaide Plains,Brett Roberts LP,BRA,138.3706,-34.31261,2016-04-04,2016-04-05,oats,stubble,NA,400,1,"One active burrow recorded, a few active burrows seen off the transects"
Adelaide Plains,Brett Roberts LP,BRB,138.3706,-34.31261,2016-04-04,2016-04-05,wheat,stubble,NA,400,0,one acitive burrow seen off the transect
Adelaide Plains,Brett Roberts WHP,BRC,138.25932,-34.34258,2016-04-04,2016-04-05,oats,stubble,NA,400,1,One active burrow recorded generally low levels of activity for this site
Adelaide Plains,John Lush C,JLC,138.571,-34.39651,2016-04-04,2016-04-05,fallow,NA,NA,400,1,one burrow active some other active burrows off the transect
Adelaide Plains,John Lush HB,JLHB,138.69579,-34.35089,2016-04-04,2016-04-05,wheat,stubble,NA,400,3,some active burrows recorded on the transects
Adelaide Plains,John Lush M,JLA TG,138.59047,-34.37682,2016-04-04,2016-04-05,wheat,seedling,NA,400,1,one active burrow on the transect a some acitive burrows observed off the transects
Adelaide Plains,John Lush M,JLAF1Scrub,138.59047,-34.37682,2016-04-04,2016-04-05,fence line,NA,NA,200,0,no active burrows recorded
Adelaide Plains,John Lush M,JLB TG,138.59047,-34.37682,2016-04-04,2016-04-05,wheat,seedling,NA,400,0,Some active burrows observed off the transects
Adelaide Plains,John Lush M,JLBF2Crop,138.59047,-34.37682,2016-04-04,2016-04-05,fence line,NA,NA,200,0,no active burrows recorded
Yorke Peninsula,Andrew Cadd,ACaddYP,137.685353,-34.13478,2016-04-06,2016-04-07,oats,stubble,NA,400,16,Moderate levels of active burrows recorded
Yorke Peninsula,Andrew Slater,ASlatYP,137.68374,-34.71736,2016-04-06,2016-04-07,wheat,stubble,NA,400,0,"no active burrows recorded, stubble grazed"
Yorke Peninsula,Ashley Wakefield,AWakeYP,137.632825,-34.578013,2016-04-06,2016-04-07,wheat,stubble,NA,400,4,Moderate levels of active burrows recorded
Yorke Peninsula,BenW Home,BWunYP,137.73607,-34.348328,2016-04-06,2016-04-07,wheat,stubble,NA,400,2,Moderate levels of active burrows recorded
Yorke Peninsula,BenW PP,BWunPP,137.504462,-34.447799,2016-04-06,2016-04-07,wheat,stubble,NA,400,7,Moderate levels of active burrows recorded
Yorke Peninsula,Bill Long,BLongYP,137.859778,-34.435774,2016-04-06,2016-04-07,wheat,stubble,NA,400,2,Moderate levels of active burrows recorded
Yorke Peninsula,Brendan Ramsey,BRamYP,137.873042,-33.944014,2016-04-06,2016-04-07,barley,stubble,NA,400,4,Moderate levels of active burrows recorded
Yorke Peninsula,Doug Smith,DSmiYP,137.810773,-34.359445,2016-04-06,2016-04-07,wheat,stubble,NA,400,1,one active burrow recorded
Yorke Peninsula,Dylan Schulz,DSchYP,137.646079,-34.430432,2016-04-06,2016-04-07,wheat,stubble,NA,400,12,Moderate levels of active burrows recorded. Runways between burrows
Yorke Peninsula,Mark Schilling,MSchilYP,137.807751,-34.068904,2016-04-06,2016-04-07,wheat,stubble,NA,400,9,Moderate levels of active burrows recorded
Yorke Peninsula,Matt Pointon,MPoinYP,137.771879,-34.647319,2016-04-06,2016-04-07,wheat,stubble,NA,400,0,"no active burrows recorded, stubble grazed"
Yorke Peninsula,Scott Ramsey,ScRamYP,138.005298,-33.929847,2016-04-06,2016-04-07,wheat,stubble,NA,400,5,Moderate levels of active burrows recorded
Yorke Peninsula,Stephen Mattschoss,SMatYP,137.704489,-34.481354,2016-04-06,2016-04-07,wheat,stubble,NA,400,2,Moderate levels of active burrows recorded
Eyre Peninsula,Bigg's,Bigg's EP,135.473307,-33.061334,2016-05-04,2016-05-05,vetch,seeding,NA,200,0,No signs of mouse activity.
Eyre Peninsula,Fitz's,Fitz's EP,135.644786,-33.137722,2016-05-04,2016-05-05,fallow,NA,NA,200,0,No sign of mice
Eyre Peninsula,Grocke 1,Grocke 1 EP,135.831411,-33.157263,2016-05-04,2016-05-05,cereal unknown,stubble,NA,200,0,No sign of mice
Eyre Peninsula,Grocke 2,Grocke 2 EP,135.744037,-33.151014,2016-05-04,2016-05-05,cereal unknown,stubble,NA,200,0,No sign of mice
Eyre Peninsula,Heath,Heath's EP,135.547101,-33.126842,2016-05-04,2016-05-05,wheat,stubble,NA,200,1,Low sign of mice
Eyre Peninsula,Jericho's,Jericho's EP,136.29379,-33.222774,2016-05-04,2016-05-05,wheat,stubble,NA,200,0,No sign of mice
Eyre Peninsula,Schmidt's,Schmidt's EP,136.401573,-33.155641,2016-05-04,2016-05-05,wheat,stubble,NA,200,0,No sign of mice
Eyre Peninsula,Thomson,Thomson EP,136.212344,-33.209588,2016-05-04,2016-05-05,wheat,stubble,NA,200,0,No sign of mice
Downs Central,Trifel,TriEGrid,151.45981,-27.74426,2016-06-20,2016-06-21,chickpea/mung beans,young (no flowers/head),,200,0,Should be associated trap data.
Downs Central,Trifel,TriWLine,151.45981,-27.74426,2016-06-20,2016-06-21,sorghum,stubble  (heads harvested),,200,4,"Active burrow data is summed, not individually identified.
Should be associated trap data"
CW Gin Gin,Hassal,Hassal,148.557316,-31.556793,2016-06-21,2016-06-22,NA,NA,,100,1,
Downs Central,Formartin,Formartin,151.42749,-27.46792,2016-06-21,2016-06-22,sorghum,stubble  (heads harvested),,100,13,Active burrow counts summed for each transect. Not seperated in data sheet.
Downs Central,Formartin,Formartin,151.42749,-27.46792,2016-06-21,2016-06-22,sorghum,stubble  (heads harvested),,100,1,Active burrow counts summed for each transect. Not seperated in data sheet.
Downs Central,Kummerow,Kummerow,151.54674,-27.30968,2016-06-21,2016-06-22,sorghum,stubble  (heads harvested),,100,0,
Downs Southern,Crothers,Crothers,152.029869,-28.124889,2016-06-21,2016-06-22,NA,NA,,100,1,
Downs Southern,Huggins,Huggins,151.766553,-27.758246,2016-06-21,2016-06-22,NA,NA,,100,1,
Downs Southern,Pilton,Pilton,151.996,-27.868,2016-06-21,2016-06-22,NA,NA,,100,1,
Downs Southern,Ryford Pratten RD,Ryford Pratten RD,151.768,-27.994,2016-06-21,2016-06-22,NA,NA,,100,1,
Northern Mallee,Colin Aikman,CAik,141.870913,-35.218871,2016-06-21,2016-06-22,barley,seedling,NA,400,0,No sign of mice
Northern Mallee,Colin Beer,CBee,141.293619,-35.231295,2016-06-21,2016-06-22,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,David Allen,DAlle,141.194131,-35.271539,2016-06-21,2016-06-22,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Jack Pryse,JPryse,141.948382,-35.152942,2016-06-21,2016-06-22,barley,seedling,NA,400,0,No sign of mice
Northern Mallee,Jim Wakefield,JWA TGCrop,142.021747,-35.098249,2016-06-21,2016-06-22,lupins,seedling,NA,400,1,Two burrows marked only one active
Northern Mallee,Jim Wakefield,JWAF1Crop,142.021747,-35.098249,2016-06-21,2016-06-22,fence line,NA,NA,200,0,No sign of mice
Northern Mallee,Jim Wakefield,JWAF2Scrub,142.021747,-35.098249,2016-06-21,2016-06-22,fence line,NA,NA,200,0,No sign of mice
Northern Mallee,Jim Wakefield,JWB TGCrop,142.021747,-35.098249,2016-06-21,2016-06-22,wheat,tillering,NA,400,0,No sign of mice
Northern Mallee,Ken McDonald,KMcD,141.598449,-35.200863,2016-06-21,2016-06-22,vetch,seedling,NA,400,0,No sign of mice
Northern Mallee,Kieran Hayter,KHayt,141.710731,-35.181655,2016-06-21,2016-06-22,barley,seedling,NA,400,0,No sign of mice
Northern Mallee,Robert McKee,RMcK,141.363881,-35.262963,2016-06-21,2016-06-22,wheat,tillering,NA,400,0,One old burrow seen outside the transects no other sign
Northern Mallee,Sam Parker,SPark,141.49689,-35.213419,2016-06-21,2016-06-22,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Tim Eichler,TEich,141.1232,-35.257329,2016-06-21,2016-06-22,wheat,seedling,NA,400,0,No sign of mice
Northern Mallee,Trent Oakley,TOak,140.984085,-35.233253,2016-06-21,2016-06-22,lentils,seedling,NA,400,1,one active burrow recorded no other sign
Downs Central,Trifel1,TriEGrid,150.08104,-26.87163,2016-06-23,2016-06-24,sorghum,old (older than harvest maturity),,100,7,Active burrow counts summed for each transect. Not seperated in data sheet.
Downs Northern,Cooper,Cooper,150.9543,-26.88665,2016-06-23,2016-06-24,sorghum,stubble  (heads harvested),,100,2,Active burrow counts summed for each transect. Not seperated in data sheet.
Downs Northern,Gosden,Gosden,150.73264,-26.795783,2016-06-23,2016-06-24,sorghum,stubble  (heads harvested),,400,4,"Old holes.
Active burrow was data summed on data sheet."
Downs Northern,Milne,Milne,151.24127,-27.09526,2016-06-23,2016-06-24,sorghum,stubble  (heads harvested),,100,4,"Active burrow counts summed for each transect. Not seperated in data sheet.
Note: actual active burrows were not specified - active burrow data summed.
Overnight rain."
Downs Northern,Waddells 2,Waddells 2,150.953413,-26.703515,2016-06-23,2016-06-24,sorghum,stubble  (heads harvested),,200,2,Only two transects run due to lack of flour.
Wimmera,Bernard Lindsay,BLind,142.480923,-36.183518,2016-06-24,2016-06-25,barley,seedling,NA,400,0,No sign of mice
Wimmera,Brad Martin,BMart,142.490208,-36.070879,2016-06-24,2016-06-25,canola,seedling,NA,400,0,No sign of mice
Wimmera,Coree McFarlan,CMcF,142.4042,-36.27795,2016-06-24,2016-06-25,barley,seedling,NA,400,0,No sign of mice
Wimmera,Gavin Pulse,GPuls,142.314913,-36.632039,2016-06-24,2016-06-25,wheat,seedling,NA,400,0,No sign of mice
Wimmera,Glen Hose,GHos,142.421377,-35.893295,2016-06-24,2016-06-25,wheat,tillering,NA,400,0,No sign of mice
Wimmera,Greg Ruwoldt,GRuw,142.356328,-36.515782,2016-06-24,2016-06-25,oats,tillering,NA,400,0,No sign of mice
Wimmera,Kevin Munroe,KMun,142.363359,-35.999789,2016-06-24,2016-06-25,lentils,seedling,NA,400,0,No sign of mice
Wimmera,Mark Johns,MJoh,142.283535,-36.589878,2016-06-24,2016-06-25,lentils,seedling,NA,400,0,No sign of mice
