north_south,region,site,subsite,longitude,latitude,date_start_session,date_end_session,session_length_days,crop_type,crop_stage,trap_type,date,survey_night,traps_set,phantoms,traps_night,mice_night,glm,trap_location_x,trap_location_y,individual_id,class,ear_mark,fate,sex,age,weight_g,length_mm,vagina,teats,pregnant,uterus,uterus_scars,embryos,embryo_length,testis,breeding_status
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-09,2,36,0,36,23,1,3,1,,first_capture,1,released,female,NA,13,80,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-09,2,36,0,36,23,1,1,1,,first_capture,1,released,male,NA,18,93,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,female,NA,13.5,80,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,recapture_within_trip,2,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,15,85,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,11,75,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,14,82,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,14,82,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,20,90,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,8,69,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,male,NA,11.5,78,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-09,2,15,2,13,10,2,NA,NA,,first_capture,1,released,female,NA,19.5,90,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,2,6,,first_capture,1,released,female,NA,15,84,closed,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,2,6,,first_capture,1,released,female,NA,7,65,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,4,6,,recapture_within_trip,1,released,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,6,6,,first_capture,1,released,female,NA,15,80,closed,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,5,6,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,5,5,,NA,NA,no_mark,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,5,5,,first_capture,1,released,female,NA,18.5,88,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,5,3,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,5,2,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,4,1,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,4,5,,first_capture,1,released,female,NA,5.5,59,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,3,6,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,3,6,,recapture_within_trip,1,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,3,5,,recapture_within_trip,1,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,3,4,,first_capture,1,released,male,NA,6,60,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,3,2,,NA,NA,dead,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,3,1,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,2,4,,first_capture,1,released,female,NA,10,75,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,1,6,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,1,5,,first_capture,1,released,male,NA,11.5,70,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,1,2,,first_capture,1,released,female,NA,NA,69,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-03-08,2022-03-10,3,wheat,stubble,longworth,2022-03-10,3,36,2,34,22,1,1,1,,first_capture,1,released,female,NA,17,90,closed,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,male,NA,10,65,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,male,NA,14.5,83,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,female,NA,12,80,closed,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,female,NA,23,95,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,female,NA,8,68,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,male,NA,11,78,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,female,NA,8,65,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,recapture_within_trip,1,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-03-08,2022-03-10,3,fence line,NA,longworth,2022-03-10,3,15,0,15,15,2,NA,NA,,first_capture,1,released,female,NA,11.5,75,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-06-12,2022-06-14,3,unknown,NA,longworth,2022-06-12,1,36,1,35,1,1,2,4,,first_capture,2,released,female,NA,NA,74,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-06-12,2022-06-14,3,fence line,NA,longworth,2022-06-12,1,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-06-12,2022-06-14,3,unknown,NA,longworth,2022-06-13,2,36,0,36,3,1,5,2,,first_capture,NA,no_mark,female,NA,12.5,63,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-06-12,2022-06-14,3,unknown,NA,longworth,2022-06-13,2,36,0,36,3,1,2,4,,first_capture,2,released,male,NA,14.5,90,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-06-12,2022-06-14,3,unknown,NA,longworth,2022-06-13,2,36,0,36,3,1,5,1,,first_capture,2,released,male,NA,14.5,80,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-06-12,2022-06-14,3,fence line,NA,longworth,2022-06-13,2,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-06-12,2022-06-14,3,unknown,NA,longworth,2022-06-14,3,36,1,35,1,1,3,4,,recapture_within_trip,2,released,female,NA,NA,NA,closed_membrane,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-06-12,2022-06-14,3,fence line,NA,longworth,2022-06-14,3,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-26,1,64,0,64,5,1,1,7,F7F862,first_capture,NA,released,male,NA,20.5,93,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-26,1,64,0,64,5,1,1,8,F7F858,first_capture,NA,released,male,NA,19,95,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-26,1,64,0,64,5,1,3,4,F7F841,first_capture,NA,released,female,NA,27,100,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-26,1,64,0,64,5,1,6,3,F7F868,first_capture,NA,released,male,NA,22,95,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-26,1,64,0,64,5,1,6,8,F7F828,first_capture,NA,released,male,NA,22,95,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-09-26,2022-09-28,3,fence line,NA,longworth,2022-09-26,1,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-27,2,64,0,64,5,1,3,4,F7F863,first_capture,NA,released,male,NA,22,93,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-27,2,64,0,64,5,1,3,7,F7F845,first_capture,NA,released,female,NA,25.5,98,closed,present_large_fur_not_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-27,2,64,0,64,5,1,6,1,F7F867,first_capture,NA,released,female,NA,25.5,96,closed,present_large_fur_not_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-27,2,64,0,64,5,1,8,2,F7F817,first_capture,NA,released,female,NA,21.5,90,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-27,2,64,0,64,5,1,8,3,F7F836,first_capture,NA,released,female,NA,25,85,closed_membrane,present_fur_at_base,no,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-09-26,2022-09-28,3,fence line,NA,longworth,2022-09-27,2,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,1,5,F7F845,recapture_within_trip,NA,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,1,6,F7F863,recapture_within_trip,NA,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,3,4,F7F828,recapture_within_trip,NA,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,6,6,F7F836,first_capture,NA,released,male,NA,12,83,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,7,5,F7F870,first_capture,NA,released,female,NA,25,92,closed_membrane,present_fur_at_base,yes,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,8,8,F7F817,recapture_within_trip,NA,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-28,3,64,1,63,7,1,8,3,F7F856,first_capture,NA,released,female,NA,23,92,closed,not_visible,yes,NA,NA,NA,NA,NA,no_sign_breeding
south,Adelaide Plains,Brett Tucker,TuckEastFL,138.53929,-34.39014,2022-09-26,2022-09-28,3,fence line,NA,longworth,2022-09-28,3,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-29,4,64,1,63,6,1,4,4,F7F868,recapture_within_trip,NA,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-29,4,64,1,63,6,1,3,4,F7F828,recapture_within_trip,NA,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-29,4,64,1,63,6,1,2,6,F7F858,recapture_within_trip,NA,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-29,4,64,1,63,6,1,1,6,F7F863,recapture_within_trip,NA,released,male,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-29,4,64,1,63,6,1,1,5,F7F870,recapture_within_trip,NA,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Adelaide Plains,Brett Tucker,TuckEast,138.53929,-34.39014,2022-09-26,2022-09-29,4,wheat,flowering,longworth,2022-09-29,4,64,1,63,6,1,1,3,F7F841,recapture_within_trip,NA,released,female,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubFence,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-01,1,15,0,15,2,2,NA,NA,,first_capture,1,released,male,NA,18,90,NA,NA,Not pregnant,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubFence,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-01,1,15,0,15,2,2,NA,NA,,first_capture,1,released,female,NA,11,68,closed,not_visible,Not pregnant,NA,NA,NA,NA,NA,no_sign_breeding
south,Northern Mallee,Jim Wakefield,JW1StubPad,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-01,1,36,2,34,1,1,6,3,,first_capture,1,released,male,NA,15,80,NA,NA,Not pregnant,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW2Crop,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,ripening/ripe,longworth,2012-11-01,1,36,0,36,1,1,6,3,,first_capture,1,released,female,NA,19.5,87,closed,present_fur_at_base,Not pregnant,NA,NA,NA,NA,NA,no_sign_breeding
south,Northern Mallee,Jim Wakefield,JW2Edge,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,ripening/ripe,longworth,2012-11-01,1,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubFence,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-02,2,15,2,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubPad,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-02,2,36,0,36,1,1,6,3,,first_capture,1,released,female,NA,14.5,82,closed,present_fur_at_base,Not pregnant,NA,NA,NA,NA,NA,no_sign_breeding
south,Northern Mallee,Jim Wakefield,JW2Crop,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,ripening/ripe,longworth,2012-11-02,2,36,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW2Edge,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,ripening/ripe,longworth,2012-11-02,2,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubFence,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-03,3,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubPad,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-03,3,36,0,36,2,1,6,3,,first_capture,1,released,male,NA,13,73,NA,NA,Not pregnant,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW1StubPad,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,stubble,longworth,2012-11-03,3,36,0,36,2,1,6,4,,recapture_within_trip,1,dead_to_lab,female,NA,14,84,closed,present_fur_at_base,Not pregnant,NA,NA,NA,NA,NA,no_sign_breeding
south,Northern Mallee,Jim Wakefield,JW2Crop,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,ripening/ripe,longworth,2012-11-03,3,36,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
south,Northern Mallee,Jim Wakefield,JW2Edge,142.021747,-35.098249,2012-11-01,2012-11-03,3,wheat,ripening/ripe,longworth,2012-11-03,3,15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
