north_south,region,site,subsite,longitude,latitude,date_start_session,date_end_session,session_length_days,crop_type,crop_stage,trap_type,date,survey_night,traps_set,phantoms,traps_night,mice_night,glm,trap_location_x,trap_location_y,individual_id,class,ear_mark,fate,sex,age,weight_g,length_mm,vagina,teats,pregnant,uterus,uterus_scars,embryos,embryo_length,testis,breeding_status
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-24,1,25,0,25,3,NA,NA,NA,NA,first_capture,NA,released,female,Juvenile,11,65,closed_membrane,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-24,1,25,0,25,3,NA,NA,NA,NA,first_capture,NA,released,male,,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-24,1,25,0,25,3,NA,NA,NA,NA,first_capture,NA,released,male,,11,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/2,151.257,-27.541,2013-09-24,2013-09-26,3,mown road verge (recent),n/a,snapback,2013-09-24,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-25,2,25,1,24,2,NA,NA,NA,NA,first_capture,NA,released,male,,11,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-25,2,25,1,24,2,NA,NA,NA,NA,first_capture,NA,released,female,Juvenile,12,75,closed_membrane,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/2,151.257,-27.541,2013-09-24,2013-09-26,3,mown road verge (recent),n/a,snapback,2013-09-25,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-26,3,25,0,25,5,NA,NA,NA,NA,first_capture,NA,released,male,,10,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-26,3,25,0,25,5,NA,NA,NA,NA,first_capture,NA,released,male,,13,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-26,3,25,0,25,5,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Mature,12,75,perforate_large,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-26,3,25,0,25,5,NA,NA,NA,NA,first_capture,NA,released,male,,11,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-09-24,2013-09-26,3,wheat,in head,elliott,2013-09-26,3,25,0,25,5,NA,NA,NA,NA,first_capture,NA,released,male,,9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/2,151.257,-27.541,2013-09-24,2013-09-26,3,mown road verge (recent),n/a,snapback,2013-09-26,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-12-28,2013-12-30,3,wheat,stubble  (heads harvested),elliott,2013-12-28,1,25,0,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-12-28,2013-12-30,3,wheat,stubble  (heads harvested),elliott,2013-12-29,2,25,0,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,1 & 2,1 & 2/1,151.257,-27.541,2013-12-28,2013-12-30,3,wheat,stubble  (heads harvested),elliott,2013-12-30,3,25,0,25,1,NA,NA,NA,NA,recapture_within_trip,NA,dead_to_lab,female,Mature,20,80,NA,present_large_fur_not_at_base,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2012-12-27,2012-12-29,3,unburned/unmown road verge,n/a,snapback,2012-12-27,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2012-12-27,2012-12-29,3,fallow (bare surface),n/a,snapback,2012-12-27,1,10,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2012-12-27,2012-12-29,3,unburned/unmown road verge,n/a,snapback,2012-12-28,2,10,1,9,2,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2012-12-27,2012-12-29,3,unburned/unmown road verge,n/a,snapback,2012-12-28,2,10,1,9,2,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Mature,13,78,NA,present_large_fur_not_at_base,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2012-12-27,2012-12-29,3,fallow (bare surface),n/a,snapback,2012-12-28,2,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2012-12-27,2012-12-29,3,unburned/unmown road verge,n/a,snapback,2012-12-29,3,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Mature,12,75,NA,present_large_fur_not_at_base,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2012-12-27,2012-12-29,3,fallow (bare surface),n/a,snapback,2012-12-29,3,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2013-12-28,2013-12-30,3,mown road verge (recent),n/a,snapback,2013-12-28,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2013-12-28,2013-12-30,3,cotton,young (no flowers/head),snapback,2013-12-28,1,10,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2013-12-28,2013-12-30,3,mown road verge (recent),n/a,snapback,2013-12-29,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2013-12-28,2013-12-30,3,cotton,young (no flowers/head),snapback,2013-12-29,2,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Juvenile,13,70,closed_membrane,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2013-12-28,2013-12-30,3,mown road verge (recent),n/a,snapback,2013-12-30,3,10,2,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2013-12-28,2013-12-30,3,cotton,young (no flowers/head),snapback,2013-12-30,3,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,11,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-02-05,2015-02-07,3,sorghum,young (no flowers/head),snapback,2015-02-05,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-02-05,2015-02-07,3,sorghum,young (no flowers/head),snapback,2015-02-06,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-02-05,2015-02-07,3,sorghum,young (no flowers/head),snapback,2015-02-07,3,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2015-06-18,2015-06-20,3,mown road verge (recent),n/a,snapback,2015-06-18,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-06-18,2015-06-20,3,sorghum,stubble  (heads harvested),snapback,2015-06-18,1,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,17,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-06-18,2015-06-20,3,sorghum,stubble  (heads harvested),snapback,2015-06-18,1,10,0,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2015-06-18,2015-06-20,3,mown road verge (recent),n/a,snapback,2015-06-19,2,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-06-18,2015-06-20,3,sorghum,stubble  (heads harvested),snapback,2015-06-19,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2015-06-18,2015-06-20,3,mown road verge (recent),n/a,snapback,2015-06-20,3,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-06-18,2015-06-20,3,sorghum,stubble  (heads harvested),snapback,2015-06-20,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2015-10-16,2015-10-18,3,mown road verge (recent),n/a,snapback,2015-10-16,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-10-16,2015-10-18,3,sorghum,mulch (stubble cut/unploughed),snapback,2015-10-16,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2015-10-16,2015-10-18,3,mown road verge (recent),n/a,snapback,2015-10-17,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-10-16,2015-10-18,3,sorghum,mulch (stubble cut/unploughed),snapback,2015-10-17,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,10 & 11/11,151.299961,-27.54722,2015-10-16,2015-10-18,3,mown road verge (recent),n/a,snapback,2015-10-18,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,10 & 11,Ten,151.299961,-27.54722,2015-10-16,2015-10-18,3,sorghum,mulch (stubble cut/unploughed),snapback,2015-10-18,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-27,1,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Mature,15,78,NA,present_large_fur_not_at_base,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2012-12-27,2012-12-29,3,cotton,mature (flowers/heads),snapback,2012-12-27,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/15,151.326317,-27.550632,2012-12-27,2012-12-29,3,cotton,mature (flowers/heads),snapback,2012-12-27,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-27,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-28,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2012-12-27,2012-12-29,3,cotton,mature (flowers/heads),snapback,2012-12-28,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/15,151.326317,-27.550632,2012-12-27,2012-12-29,3,cotton,mature (flowers/heads),snapback,2012-12-28,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-28,2,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-29,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2012-12-27,2012-12-29,3,cotton,mature (flowers/heads),snapback,2012-12-29,3,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/15,151.326317,-27.550632,2012-12-27,2012-12-29,3,cotton,mature (flowers/heads),snapback,2012-12-29,3,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,13,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-29,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2013-05-05,2013-05-07,3,corn,stubble  (heads harvested),snapback,2013-05-05,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2013-05-05,2013-05-07,3,mown road verge (recent),n/a,snapback,2013-05-05,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2013-05-05,2013-05-07,3,corn,stubble  (heads harvested),snapback,2013-05-06,2,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2013-05-05,2013-05-07,3,mown road verge (recent),n/a,snapback,2013-05-06,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2013-05-05,2013-05-07,3,corn,stubble  (heads harvested),snapback,2013-05-07,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2013-05-05,2013-05-07,3,mown road verge (recent),n/a,snapback,2013-05-07,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2015-02-05,2015-02-07,3,sorghum,mature (flowers/heads),elliott,2015-02-05,1,25,2,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2015-02-05,2015-02-07,3,sorghum,mature (flowers/heads),elliott,2015-02-06,2,25,2,23,1,NA,NA,NA,NA,first_capture,NA,released,male,,22,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2015-02-05,2015-02-07,3,sorghum,mature (flowers/heads),elliott,2015-02-06,2,25,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,Thirteen,151.326317,-27.550632,2015-02-05,2015-02-07,3,sorghum,mature (flowers/heads),elliott,2015-02-07,3,25,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2015-06-18,2015-06-20,3,corn,stubble  (heads harvested),snapback,2015-06-18,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2015-06-18,2015-06-20,3,corn,stubble  (heads harvested),snapback,2015-06-19,2,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,16,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2015-06-18,2015-06-20,3,corn,stubble  (heads harvested),snapback,2015-06-20,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2015-10-16,2015-10-18,3,fallow (bare surface),n/a,snapback,2015-10-16,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2015-10-16,2015-10-18,3,fallow (bare surface),n/a,snapback,2015-10-17,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,12 to 17,12 to 17/12,151.326317,-27.550632,2015-10-16,2015-10-18,3,fallow (bare surface),n/a,snapback,2015-10-18,3,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2012-12-27,2012-12-29,3,cotton,mulch (stubble cut/unploughed),snapback,2012-12-27,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-27,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2012-12-27,2012-12-29,3,cotton,mulch (stubble cut/unploughed),snapback,2012-12-28,2,10,1,9,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Mature,9,70,NA,present_large_fur_not_at_base,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-28,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2012-12-27,2012-12-29,3,cotton,mulch (stubble cut/unploughed),snapback,2012-12-29,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2012-12-27,2012-12-29,3,mown road verge (recent),n/a,snapback,2012-12-29,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-05-05,2013-05-07,3,cotton,mulch (stubble cut/unploughed),snapback,2013-05-05,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2013-05-05,2013-05-07,3,mown road verge (recent),n/a,snapback,2013-05-05,1,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,13,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-05-05,2013-05-07,3,cotton,mulch (stubble cut/unploughed),snapback,2013-05-06,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2013-05-05,2013-05-07,3,mown road verge (recent),n/a,snapback,2013-05-06,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-05-05,2013-05-07,3,cotton,mulch (stubble cut/unploughed),snapback,2013-05-07,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2013-05-05,2013-05-07,3,mown road verge (recent),n/a,snapback,2013-05-07,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),elliott,2013-09-24,1,25,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),snapback,2013-09-24,1,10,1,9,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,male,,13,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2013-09-24,2013-09-26,3,mown road verge (recent),n/a,snapback,2013-09-24,1,10,1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),elliott,2013-09-25,2,25,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),snapback,2013-09-25,2,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Mature,15,82,perforate_large,not_visible,no,NA,NA,NA,NA,NA,no_sign_breeding
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2013-09-24,2013-09-26,3,mown road verge (recent),n/a,snapback,2013-09-25,2,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),elliott,2013-09-26,3,25,0,25,2,NA,NA,NA,NA,first_capture,NA,released,male,,16,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),elliott,2013-09-26,3,25,0,25,2,NA,NA,NA,NA,first_capture,NA,released,male,,12,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2013-09-24,2013-09-26,3,wheat,mature (flowers/heads),snapback,2013-09-26,3,10,0,10,1,NA,NA,NA,NA,first_capture,NA,dead_to_lab,female,Juvenile,8,65,closed_membrane,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/19,151.33873,-27.552268,2013-09-24,2013-09-26,3,mown road verge (recent),n/a,snapback,2013-09-26,3,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
north,Downs Central,18 & 19,18 & 19/18,151.33873,-27.552268,2014-10-13,2014-10-15,3,fallow (bare surface),n/a,snapback,2014-10-13,1,10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
