region,year,month,time,rain.1.0,ptraps,aptraps,r,mf.breeding,mf.pregnant,pop.mature,pad.male
callide_valley,1993,4,1993.29,9.4,,,,,,,
callide_valley,1993,5,1993.38,7.8,,,,,,,
callide_valley,1993,6,1993.46,8.4,2.6,2.6,,,,,
callide_valley,1993,7,1993.54,68.1,,,,,,,
callide_valley,1993,8,1993.63,7.4,4,4.1,,,,,
callide_valley,1993,9,1993.71,69.1,,,,,,,
callide_valley,1993,10,1993.79,89.7,0,0,,,,,
callide_valley,1993,11,1993.88,127.6,,,,,,,
callide_valley,1993,12,1993.96,13.5,,,,,,,
callide_valley,1994,1,1994.04,62.6,,,,,,,
callide_valley,1994,2,1994.13,48.5,0.6,0.6,,,,,
callide_valley,1994,3,1994.21,254.3,0,0,,,,,
callide_valley,1994,4,1994.29,10.2,0.2,0.2,,,,,
callide_valley,1994,5,1994.38,10.5,,,,,,,
callide_valley,1994,6,1994.46,14.1,,,,,,,
callide_valley,1994,7,1994.54,2.1,,,,,,,
callide_valley,1994,8,1994.63,0.6,,,,,,,
callide_valley,1994,9,1994.71,7.6,,,,,,,
callide_valley,1994,10,1994.79,51.3,,,,,,,
callide_valley,1994,11,1994.88,51,,,,,,,
callide_valley,1994,12,1994.96,61.7,,,,,,,
callide_valley,1995,1,1995.04,79.5,,,,,,,
callide_valley,1995,2,1995.13,43.1,,,,,,,
callide_valley,1995,3,1995.21,59.8,,,,,,,
callide_valley,1995,4,1995.29,31.2,,,,,,,
callide_valley,1995,5,1995.38,59.9,,,,,,,
callide_valley,1995,6,1995.46,20.5,,,,,,,
callide_valley,1995,7,1995.54,4.8,,,,,,,
callide_valley,1995,8,1995.63,20.5,,,,,,,
callide_valley,1995,9,1995.71,11.5,,,,,,,
callide_valley,1995,10,1995.79,61,,,,,,,
callide_valley,1995,11,1995.88,65.1,,,,,,,
callide_valley,1995,12,1995.96,143.1,,,,,,,
callide_valley,1996,1,1996.04,146.5,,,,,,,
callide_valley,1996,2,1996.13,0,,,,,,,
callide_valley,1996,3,1996.21,21.8,,,,,,,
callide_valley,1996,4,1996.29,38.5,,,,,,,
callide_valley,1996,5,1996.38,53.4,,,,,,,
callide_valley,1996,6,1996.46,30,,,,,,,
callide_valley,1996,7,1996.54,10.9,,,,,,,
callide_valley,1996,8,1996.63,18.9,,,,,,,
callide_valley,1996,9,1996.71,92.6,,,,,,,
callide_valley,1996,10,1996.79,52.4,,,,,,,
callide_valley,1996,11,1996.88,36.7,,,,,,,
callide_valley,1996,12,1996.96,116.7,,,,,,,
callide_valley,1997,1,1997.04,25.6,,,,,,,
callide_valley,1997,2,1997.13,161.5,,,,,,,
callide_valley,1997,3,1997.21,131.4,,,,,,,
callide_valley,1997,4,1997.29,2.8,,,,,,,
callide_valley,1997,5,1997.38,52.9,,,,,,,
callide_valley,1997,6,1997.46,0,,,,,,,
callide_valley,1997,7,1997.54,13.7,,,,,,,
callide_valley,1997,8,1997.63,8.7,32.9,39.9,,,,,
callide_valley,1997,9,1997.71,29.5,15.6,17,,,,,
callide_valley,1997,10,1997.79,62.6,11,11.7,,,,,
callide_valley,1997,11,1997.88,126.1,8,8.3,,,,,
callide_valley,1997,12,1997.96,83.4,12.6,13.5,,,,,
callide_valley,1998,1,1998.04,84.1,9,9.4,,,,,
callide_valley,1998,2,1998.13,45.7,4.5,4.6,,,,,
callide_valley,1998,3,1998.21,11.1,,,,,,,
callide_valley,1998,4,1998.29,66.5,0.7,0.7,,,,,
callide_valley,1998,5,1998.38,31,,,,,,,
callide_valley,1998,6,1998.46,25.6,4.3,4.4,,,,,
callide_valley,1998,7,1998.54,1.3,,,,,,,
callide_valley,1998,8,1998.63,48.5,3.8,3.9,,,,,
callide_valley,1998,9,1998.71,96.3,,,,,,,
callide_valley,1998,10,1998.79,90,3.7,3.8,,,,,
callide_valley,1998,11,1998.88,90.9,4.5,4.6,,,,,
callide_valley,1998,12,1998.96,61.6,1.2,1.2,,,,,
callide_valley,1999,1,1999.04,141.1,,,,,,,
callide_valley,1999,2,1999.13,5.8,3.9,4,,,,,
callide_valley,1999,3,1999.21,1.6,,,,,,,
callide_valley,1999,4,1999.29,61.2,5.9,6.1,,,,,
callide_valley,1999,5,1999.38,30,2,2,,,,,
callide_valley,1999,6,1999.46,12.5,,,,,,,
callide_valley,1999,7,1999.54,3.2,9.1,9.5,,,,,
callide_valley,1999,8,1999.63,64,23.5,26.8,,,,,
callide_valley,1999,9,1999.71,127.8,,,,,,,
callide_valley,1999,10,1999.79,31.2,,,,,,,
callide_valley,1999,11,1999.88,122.4,,,,,,,
callide_valley,1999,12,1999.96,60.8,,,,,,,
callide_valley,2000,1,2000.04,21.6,,,,,,,
callide_valley,2000,2,2000.13,57,,,,,,,
callide_valley,2000,3,2000.21,25.6,,,,,,,
callide_valley,2000,4,2000.29,34.2,,,,,,,
callide_valley,2000,5,2000.38,12.5,,,,,,,
callide_valley,2000,6,2000.46,5.3,,,,,,,
callide_valley,2000,7,2000.54,0.1,,,,,,,
callide_valley,2000,8,2000.63,80.3,,,,,,,
callide_valley,2000,9,2000.71,141.4,,,,,,,
callide_valley,2000,10,2000.79,73.4,,,,,,,
callide_valley,2000,11,2000.88,30.5,,,,,,,
callide_valley,2000,12,2000.96,40,,,,,,,
callide_valley,2001,1,2001.04,109.3,,,,,,,
callide_valley,2001,2,2001.13,28,,,,,,,
callide_valley,2001,3,2001.21,14.2,,,,,,,
callide_valley,2001,4,2001.29,7.6,,,,,,,
callide_valley,2001,5,2001.38,25.2,,,,,,,
callide_valley,2001,6,2001.46,5.4,,,,,,,
callide_valley,2001,7,2001.54,19.7,,,,,,,
callide_valley,2001,8,2001.63,60.1,,,,,,,
callide_valley,2001,9,2001.71,82.9,,,,,,,
callide_valley,2001,10,2001.79,65.7,,,,,,,
callide_valley,2001,11,2001.88,64.6,,,,,,,
callide_valley,2001,12,2001.96,54.3,,,,,,,
callide_valley,2002,1,2002.04,7,,,,,,,
callide_valley,2002,2,2002.13,4.1,,,,,,,
callide_valley,2002,3,2002.21,43.3,,,,,,,
callide_valley,2002,4,2002.29,75.3,,,,,,,
callide_valley,2002,5,2002.38,0,,,,,,,
callide_valley,2002,6,2002.46,93.9,,,,,,,
callide_valley,2002,7,2002.54,9.3,,,,,,,
callide_valley,2002,8,2002.63,92.3,,,,,,,
callide_valley,2002,9,2002.71,0,,,,,,,
callide_valley,2002,10,2002.79,323,,,,,,,
callide_valley,2002,11,2002.88,57.3,,,,,,,
callide_valley,2002,12,2002.96,60.1,,,,,,,
callide_valley,2003,1,2003.04,15.4,,,,,,,
callide_valley,2003,2,2003.13,4.6,,,,,,,
callide_valley,2003,3,2003.21,27.1,,,,,,,
callide_valley,2003,4,2003.29,72.2,,,,,,,
callide_valley,2003,5,2003.38,5.5,,,,,,,
callide_valley,2003,6,2003.46,76.6,,,,,,,
callide_valley,2003,7,2003.54,20.2,1.2,1.2,,1,0,1,0.666666667
callide_valley,2003,8,2003.63,197.5,,,,,,,
callide_valley,2003,9,2003.71,105.8,1.1,1.1,,1,1,1,0.5
callide_valley,2003,10,2003.79,187,6.6,6.9,,0.923076923,0.538461538,1,0.315789474
callide_valley,2003,11,2003.88,20.1,10.2,10.8,,0.8,0.8,0.388888889,0.285714286
callide_valley,2003,12,2003.96,11.1,,,,,,,
callide_valley,2004,1,2004.04,0.5,,,,,,,
callide_valley,2004,2,2004.13,0,4.1,4.2,,0.666666667,0.333333333,0.7,0.571428571
callide_valley,2004,3,2004.21,1.4,29.2,34.6,,0.571428571,0.476190476,0.842105263,0.5625
callide_valley,2004,4,2004.29,0,,,,,,,
callide_valley,2004,5,2004.38,40.5,31.8,38.3,,0.266666667,0.066666667,0.571428571,0.464285714
callide_valley,2004,6,2004.46,87.3,,,,,,,
callide_valley,2004,7,2004.54,85.8,10.8,11.5,,0.314285714,0.028571429,0.622641509,0.393939394
callide_valley,2004,8,2004.63,120.6,0.7,0.7,,0,0,0.459770115,0.075
callide_valley,2004,9,2004.71,88.3,0,0,,,,0.25,0.222222222
callide_valley,2004,10,2004.79,22,,,,,,,
callide_valley,2004,11,2004.88,12.5,0.4,0.4,,,,0.666666667,0
callide_valley,2004,12,2004.96,13.4,0,0,,,,,
callide_valley,2005,1,2005.04,89.2,,,,,,,
callide_valley,2005,2,2005.13,0,,,,,,,
callide_valley,2005,3,2005.21,23.3,0,0,,,,,
callide_valley,2005,4,2005.29,5.9,,,,,,,
callide_valley,2005,5,2005.38,86.8,,,,,,,
callide_valley,2005,6,2005.46,106.6,0.7,0.7,,0.5,0,0.666666667,0
callide_valley,2005,7,2005.54,83.8,,,,,,,
callide_valley,2005,8,2005.63,62.7,,,,,,,
callide_valley,2005,9,2005.71,18.5,4.2,4.2,,1,1,0.866666667,0.230769231
callide_valley,2005,10,2005.79,35.1,4.5,4.6,,0.875,0.375,0.8,0.05
callide_valley,2005,11,2005.88,64,3,3.1,,1,1,0.857142857,0.222222222
callide_valley,2005,12,2005.96,8.4,,,,,,,
callide_valley,2006,1,2006.04,74,0.6,0.6,,,,0.9,0
callide_valley,2006,2,2006.13,28.3,,,,,,,
callide_valley,2006,3,2006.21,19.2,,,,,,,
callide_valley,2006,4,2006.29,13.9,0,0,,,,,
callide_valley,2006,5,2006.38,0.4,0,0,,,,,
callide_valley,2006,6,2006.46,94.3,,,,,,,
callide_valley,2006,7,2006.54,68.7,,,,,,,
callide_valley,2006,8,2006.63,52.7,3.3,3.3,,0.5,0.5,0.6,0.666666667
callide_valley,2006,9,2006.71,48.2,6.6,6.9,,1,1,0.826086957,0.368421053
callide_valley,2006,10,2006.79,32.6,,,,,,,
callide_valley,2006,11,2006.88,12.9,,,,,,,
callide_valley,2006,12,2006.96,5.4,,,,,,,
callide_valley,2007,1,2007.04,127.4,,,,,,,
callide_valley,2007,2,2007.13,2.8,1.7,1.8,,0,0,0.888888889,0.125
callide_valley,2007,3,2007.21,18.6,,,,,,,
callide_valley,2007,4,2007.29,11.1,,,,,,,
callide_valley,2007,5,2007.38,53.3,2.1,2.1,,0.5,0.5,0.75,0.444444444
callide_valley,2007,6,2007.46,41.4,,,,,,,
callide_valley,2007,7,2007.54,44.4,,,,,,,
callide_valley,2007,8,2007.63,59.4,,,,,,,
callide_valley,2007,9,2007.71,136.6,,,,,,,
callide_valley,2007,10,2007.79,39.2,1.9,1.9,,1,1,0.75,0.222222222
callide_valley,2007,11,2007.88,4.8,,,,,,,
callide_valley,2007,12,2007.96,3.7,,,,,,,
callide_valley,2008,1,2008.04,103.3,,,,,,,
callide_valley,2008,2,2008.13,4.8,,,,,,,
callide_valley,2008,3,2008.21,41.6,,,,,,,
callide_valley,2008,4,2008.29,69.8,0.6,0.6,,,,0.8,0.25
callide_valley,2008,5,2008.38,67.8,2,2,,,,0.833333333,0.8
callide_valley,2008,6,2008.46,88,,,,,,,
callide_valley,2008,7,2008.54,108.9,,,,,,,
callide_valley,2008,8,2008.63,141.2,,,,,,,
callide_valley,2008,9,2008.71,5.1,,,,,,,
callide_valley,2008,10,2008.79,43.8,,,,,,,
callide_valley,2008,11,2008.88,18.8,,,,,,,
callide_valley,2008,12,2008.96,17.6,,,,,,,
callide_valley,2009,1,2009.04,0,,,,,,,
callide_valley,2009,2,2009.13,0,,,,,,,
callide_valley,2009,3,2009.21,17.5,,,,,,,
dawson_valley,1989,1,1989.04,66.9,,,,,,,
dawson_valley,1989,2,1989.13,87.3,,,,,,,
dawson_valley,1989,3,1989.21,115.2,,,,,,,
dawson_valley,1989,4,1989.29,124.8,,,,,,,
dawson_valley,1989,5,1989.38,63.2,,,,,,,
dawson_valley,1989,6,1989.46,11.1,,,,,,,
dawson_valley,1989,7,1989.54,50.6,,,,,,,
dawson_valley,1989,8,1989.63,20.5,,,,,,,
dawson_valley,1989,9,1989.71,11.9,,,,,,,
dawson_valley,1989,10,1989.79,52.3,,,,,,,
dawson_valley,1989,11,1989.88,147.9,,,,,,,
dawson_valley,1989,12,1989.96,36.3,,,,,,,
dawson_valley,1990,1,1990.04,11.1,,,,,,,
dawson_valley,1990,2,1990.13,28.7,,,,,,,
dawson_valley,1990,3,1990.21,81.7,,,,,,,
dawson_valley,1990,4,1990.29,108,0.6,0.6,,,,,
dawson_valley,1990,5,1990.38,76.3,21,23.6,,,,,
dawson_valley,1990,6,1990.46,31.6,0.5,0.5,,,,,
dawson_valley,1990,7,1990.54,0.5,6,6.2,,,,,
dawson_valley,1990,8,1990.63,0.4,11.3,12,,,,,
dawson_valley,1990,9,1990.71,6.9,10.9,11.5,,,,,
dawson_valley,1990,10,1990.79,39,13,13.9,,,,,
dawson_valley,1990,11,1990.88,24.1,15.2,16.5,,,,,
dawson_valley,1990,12,1990.96,145.5,26.4,30.7,,,,,
dawson_valley,1991,1,1991.04,88.4,3.2,3.3,,,,,
dawson_valley,1991,2,1991.13,71.6,1.2,1.2,,,,,
dawson_valley,1991,3,1991.21,22.1,3.3,3.4,,,,,
dawson_valley,1991,4,1991.29,9.2,2.3,2.3,,,,,
dawson_valley,1991,5,1991.38,9.7,5.2,5.3,,,,,
dawson_valley,1991,6,1991.46,33.1,5.7,5.9,,,,,
dawson_valley,1991,7,1991.54,27.3,6.7,6.9,,,,,
dawson_valley,1991,8,1991.63,0,5.4,5.6,,,,,
dawson_valley,1991,9,1991.71,0,2,2,,,,,
dawson_valley,1991,10,1991.79,13.7,0.8,0.8,,,,,
dawson_valley,1991,11,1991.88,52,2.5,2.5,,,,,
dawson_valley,1991,12,1991.96,171.8,2.7,2.7,,,,,
dawson_valley,1992,1,1992.04,49.4,0.2,0.2,,,,,
dawson_valley,1992,2,1992.13,111.4,0.7,0.7,,,,,
dawson_valley,1992,3,1992.21,41.2,0,0,,,,,
dawson_valley,1992,4,1992.29,27.4,,,,,,,
dawson_valley,1992,5,1992.38,72.5,0.5,0.5,,,,,
dawson_valley,1992,6,1992.46,1,1.2,1.2,,,,,
dawson_valley,1992,7,1992.54,3.4,2.5,2.5,,,,,
dawson_valley,1992,8,1992.63,19,1.7,1.7,,,,,
dawson_valley,1992,9,1992.71,62,2.7,2.7,,,,,
dawson_valley,1992,10,1992.79,6.5,1.7,1.7,,,,,
dawson_valley,1992,11,1992.88,27,4.4,4.5,,,,,
dawson_valley,1992,12,1992.96,50.1,6,6.2,,,,,
dawson_valley,1993,1,1993.04,85.2,12.2,13,,,,,
dawson_valley,1993,2,1993.13,37.7,,,,,,,
dawson_valley,1993,3,1993.21,41.8,1.8,1.8,,,,,
dawson_valley,1993,4,1993.29,0,,,,,,,
dawson_valley,1993,5,1993.38,3.8,,,,,,,
dawson_valley,1993,6,1993.46,5.8,1,1,,,,,
dawson_valley,1993,7,1993.54,35.4,,,,,,,
dawson_valley,1993,8,1993.63,10.8,2.5,2.5,,,,,
dawson_valley,1993,9,1993.71,59.5,,,,,,,
dawson_valley,1993,10,1993.79,54.2,0.2,0.2,,,,,
dawson_valley,1993,11,1993.88,28.5,,,,,,,
dawson_valley,1993,12,1993.96,17.9,,,,,,,
dawson_valley,1994,1,1994.04,34.5,,,,,,,
dawson_valley,1994,2,1994.13,54.4,1.2,1.2,,,,,
dawson_valley,1994,3,1994.21,199.6,0,0,,,,,
dawson_valley,1994,4,1994.29,19.1,0,0,,,,,
dawson_valley,1994,5,1994.38,16.7,,,,,,,
dawson_valley,1994,6,1994.46,23,,,,,,,
dawson_valley,1994,7,1994.54,0.4,,,,,,,
dawson_valley,1994,8,1994.63,0,,,,,,,
dawson_valley,1994,9,1994.71,16.1,,,,,,,
dawson_valley,1994,10,1994.79,72.6,,,,,,,
dawson_valley,1994,11,1994.88,12,,,,,,,
dawson_valley,1994,12,1994.96,54.7,,,,,,,
dawson_valley,1995,1,1995.04,110,,,,,,,
dawson_valley,1995,2,1995.13,27,,,,,,,
dawson_valley,1995,3,1995.21,22.4,,,,,,,
dawson_valley,1995,4,1995.29,16.3,,,,,,,
dawson_valley,1995,5,1995.38,66.1,,,,,,,
dawson_valley,1995,6,1995.46,18.2,,,,,,,
dawson_valley,1995,7,1995.54,0,,,,,,,
dawson_valley,1995,8,1995.63,13.6,,,,,,,
dawson_valley,1995,9,1995.71,8.3,,,,,,,
dawson_valley,1995,10,1995.79,103,,,,,,,
dawson_valley,1995,11,1995.88,57.1,,,,,,,
dawson_valley,1995,12,1995.96,107.1,,,,,,,
dawson_valley,1996,1,1996.04,144.9,,,,,,,
dawson_valley,1996,2,1996.13,9.9,,,,,,,
dawson_valley,1996,3,1996.21,0,,,,,,,
dawson_valley,1996,4,1996.29,41.4,,,,,,,
dawson_valley,1996,5,1996.38,61.7,,,,,,,
dawson_valley,1996,6,1996.46,4,,,,,,,
dawson_valley,1996,7,1996.54,29.4,,,,,,,
dawson_valley,1996,8,1996.63,14.6,,,,,,,
dawson_valley,1996,9,1996.71,60.5,,,,,,,
dawson_valley,1996,10,1996.79,46.2,,,,,,,
dawson_valley,1996,11,1996.88,73.4,,,,,,,
dawson_valley,1996,12,1996.96,129.7,,,,,,,
dawson_valley,1997,1,1997.04,13.7,,,,,,,
dawson_valley,1997,2,1997.13,220.4,,,,,,,
dawson_valley,1997,3,1997.21,53.6,,,,,,,
dawson_valley,1997,4,1997.29,10.6,,,,,,,
dawson_valley,1997,5,1997.38,48.3,,,,,,,
dawson_valley,1997,6,1997.46,0,,,,,,,
dawson_valley,1997,7,1997.54,9.8,,,,,,,
dawson_valley,1997,8,1997.63,5.4,22.5,25.5,,,,,
dawson_valley,1997,9,1997.71,8.5,0.2,0.2,,,,,
dawson_valley,1997,10,1997.79,28.8,0.7,0.7,,,,,
dawson_valley,1997,11,1997.88,142.5,2.1,2.1,,,,,
dawson_valley,1997,12,1997.96,18.9,1.8,1.8,,,,,
dawson_valley,1998,1,1998.04,48,1.5,1.5,,,,,
dawson_valley,1998,2,1998.13,104.3,0.3,0.3,,,,,
dawson_valley,1998,3,1998.21,4.4,,,,,,,
dawson_valley,1998,4,1998.29,162.7,0.7,0.7,,,,,
dawson_valley,1998,5,1998.38,79.2,,,,,,,
dawson_valley,1998,6,1998.46,14.3,0.6,0.6,,,,,
dawson_valley,1998,7,1998.54,11.5,,,,,,,
dawson_valley,1998,8,1998.63,73.4,3.6,3.7,,,,,
dawson_valley,1998,9,1998.71,151.7,,,,,,,
dawson_valley,1998,10,1998.79,91.8,7.3,7.6,,,,,
dawson_valley,1998,11,1998.88,143.8,8.7,9.1,,,,,
dawson_valley,1998,12,1998.96,56,10.1,10.6,,,,,
dawson_valley,1999,1,1999.04,148.2,,,,,,,
dawson_valley,1999,2,1999.13,90.6,28.2,33.1,,,,,
dawson_valley,1999,3,1999.21,47.1,26.9,31.3,,,,,
dawson_valley,1999,4,1999.29,7.2,19.1,21.2,,,,,
dawson_valley,1999,5,1999.38,2.3,6.7,6.9,,,,,
dawson_valley,1999,6,1999.46,15.6,15.2,16.5,,,,,
dawson_valley,1999,7,1999.54,37.9,4,4.1,,,,,
dawson_valley,1999,8,1999.63,9.6,1.3,1.3,,,,,
dawson_valley,1999,9,1999.71,0.3,,,,,,,
dawson_valley,1999,10,1999.79,49.2,,,,,,,
dawson_valley,1999,11,1999.88,120.7,,,,,,,
dawson_valley,1999,12,1999.96,8.8,,,,,,,
dawson_valley,2000,1,2000.04,131.4,,,,,,,
dawson_valley,2000,2,2000.13,85.4,,,,,,,
dawson_valley,2000,3,2000.21,27.7,,,,,,,
dawson_valley,2000,4,2000.29,53.1,,,,,,,
dawson_valley,2000,5,2000.38,15.6,,,,,,,
dawson_valley,2000,6,2000.46,15.2,,,,,,,
dawson_valley,2000,7,2000.54,8.1,,,,,,,
dawson_valley,2000,8,2000.63,25.3,,,,,,,
dawson_valley,2000,9,2000.71,0,,,,,,,
dawson_valley,2000,10,2000.79,105.9,,,,,,,
dawson_valley,2000,11,2000.88,141.3,,,,,,,
dawson_valley,2000,12,2000.96,92.6,,,,,,,
dawson_valley,2001,1,2001.04,17.5,,,,,,,
dawson_valley,2001,2,2001.13,71.6,,,,,,,
dawson_valley,2001,3,2001.21,82.4,,,,,,,
dawson_valley,2001,4,2001.29,8.1,,,,,,,
dawson_valley,2001,5,2001.38,5.2,,,,,,,
dawson_valley,2001,6,2001.46,5.2,,,,,,,
dawson_valley,2001,7,2001.54,23.4,,,,,,,
dawson_valley,2001,8,2001.63,4.2,,,,,,,
dawson_valley,2001,9,2001.71,15,,,,,,,
dawson_valley,2001,10,2001.79,64.6,,,,,,,
dawson_valley,2001,11,2001.88,112.1,,,,,,,
dawson_valley,2001,12,2001.96,85.4,,,,,,,
dawson_valley,2002,1,2002.04,61.1,,,,,,,
dawson_valley,2002,2,2002.13,43.2,,,,,,,
dawson_valley,2002,3,2002.21,39,,,,,,,
dawson_valley,2002,4,2002.29,11,,,,,,,
dawson_valley,2002,5,2002.38,49.2,,,,,,,
dawson_valley,2002,6,2002.46,68.8,,,,,,,
dawson_valley,2002,7,2002.54,0,,,,,,,
dawson_valley,2002,8,2002.63,55.2,,,,,,,
dawson_valley,2002,9,2002.71,0,,,,,,,
dawson_valley,2002,10,2002.79,4,,,,,,,
dawson_valley,2002,11,2002.88,34.2,,,,,,,
dawson_valley,2002,12,2002.96,81,,,,,,,
dawson_valley,2003,1,2003.04,14.1,,,,,,,
dawson_valley,2003,2,2003.13,253.1,,,,,,,
dawson_valley,2003,3,2003.21,97.2,,,,,,,
dawson_valley,2003,4,2003.29,18.4,,,,,,,
dawson_valley,2003,5,2003.38,4.3,,,,,,,
dawson_valley,2003,6,2003.46,25.5,,,,,,,
dawson_valley,2003,7,2003.54,13.4,1,1,,,,,
dawson_valley,2003,8,2003.63,44.7,,,,,,,
dawson_valley,2003,9,2003.71,3.1,4.4,4.5,,,,,
dawson_valley,2003,10,2003.79,63,14.3,15.4,,,,,
dawson_valley,2003,11,2003.88,17.7,26.7,31.1,,,,,
dawson_valley,2003,12,2003.96,164,,,,,,,
dawson_valley,2004,1,2004.04,68.4,,,,,,,
dawson_valley,2004,2,2004.13,90.4,33.9,41.4,,,,,
dawson_valley,2004,3,2004.21,26.3,38.3,48.3,,,,,
dawson_valley,2004,4,2004.29,16.7,,,,,,,
dawson_valley,2004,5,2004.38,0,,,,,,,
dawson_valley,2004,6,2004.46,3.7,10.7,11.3,,,,,
dawson_valley,2004,7,2004.54,0.8,43,56.2,,,,,
dawson_valley,2004,8,2004.63,3.7,1.4,1.4,,,,,
dawson_valley,2004,9,2004.71,23.9,,,,,,,
dawson_valley,2004,10,2004.79,61.9,,,,,,,
dawson_valley,2004,11,2004.88,136.5,0.4,0.4,,,,,
dawson_valley,2004,12,2004.96,131.4,0,0,,,,,
dawson_valley,2005,1,2005.04,65.5,,,,,,,
dawson_valley,2005,2,2005.13,64.6,,,,,,,
dawson_valley,2005,3,2005.21,56.4,0,0,,,,,
dawson_valley,2005,4,2005.29,17.7,,,,,,,
dawson_valley,2005,5,2005.38,70.1,,,,,,,
dawson_valley,2005,6,2005.46,128.5,0.4,0.4,,,,,
dawson_valley,2005,7,2005.54,0,,,,,,,
dawson_valley,2005,8,2005.63,16.1,,,,,,,
dawson_valley,2005,9,2005.71,11.4,0.7,0.7,,,,,
dawson_valley,2005,10,2005.79,130.9,2.8,2.8,,,,,
dawson_valley,2005,11,2005.88,30.5,0.3,0.3,,,,,
dawson_valley,2005,12,2005.96,116.2,,,,,,,
dawson_valley,2006,1,2006.04,12.8,6,6.2,,,,,
dawson_valley,2006,2,2006.13,12.5,,,,,,,
dawson_valley,2006,3,2006.21,55,,,,,,,
dawson_valley,2006,4,2006.29,50.1,4.3,4.4,,,,,
dawson_valley,2006,5,2006.38,2.2,1.6,1.6,,,,,
dawson_valley,2006,6,2006.46,35,,,,,,,
dawson_valley,2006,7,2006.54,25.5,,,,,,,
dawson_valley,2006,8,2006.63,0.4,0.8,0.8,,,,,
dawson_valley,2006,9,2006.71,19.6,0,0,,,,,
dawson_valley,2006,10,2006.79,4,,,,,,,
dawson_valley,2006,11,2006.88,76.5,,,,,,,
dawson_valley,2006,12,2006.96,59.3,,,,,,,
dawson_valley,2007,1,2007.04,91.7,,,,,,,
dawson_valley,2007,2,2007.13,81.3,1,1,,,,,
dawson_valley,2007,3,2007.21,26.8,,,,,,,
dawson_valley,2007,4,2007.29,8.3,,,,,,,
dawson_valley,2007,5,2007.38,26.2,0.8,0.8,,,,,
dawson_valley,2007,6,2007.46,97,,,,,,,
dawson_valley,2007,7,2007.54,0.8,,,,,,,
dawson_valley,2007,8,2007.63,16.8,,,,,,,
dawson_valley,2007,9,2007.71,54.2,,,,,,,
dawson_valley,2007,10,2007.79,75.9,1.3,1.3,,,,,
dawson_valley,2007,11,2007.88,59.8,,,,,,,
dawson_valley,2007,12,2007.96,145.3,,,,,,,
dawson_valley,2008,1,2008.04,81.8,,,,,,,
dawson_valley,2008,2,2008.13,156.5,,,,,,,
dawson_valley,2008,3,2008.21,15.6,,,,,,,
dawson_valley,2008,4,2008.29,0.9,12.4,13.2,,,,,
dawson_valley,2008,5,2008.38,21.2,21,23.6,,,,,
dawson_valley,2008,6,2008.46,5.1,,,,,,,
dawson_valley,2008,7,2008.54,89.4,,,,,,,
dawson_valley,2008,8,2008.63,2.8,,,,,,,
dawson_valley,2008,9,2008.71,63,,,,,,,
dawson_valley,2008,10,2008.79,56.9,,,,,,,
dawson_valley,2008,11,2008.88,49.9,,,,,,,
dawson_valley,2008,12,2008.96,60.2,,,,,,,
dawson_valley,2009,1,2009.04,97.9,,,,,,,
dawson_valley,2009,2,2009.13,148.2,,,,,,,
dawson_valley,2009,3,2009.21,7.1,,,,,,,
eastern_downs,1997,1,1997.04,18.3,,,,,,,
eastern_downs,1997,2,1997.13,97.2,,,,,,,
eastern_downs,1997,3,1997.21,2,,,,,,,
eastern_downs,1997,4,1997.29,5.9,,,,,,,
eastern_downs,1997,5,1997.38,51.1,,,,,,,
eastern_downs,1997,6,1997.46,21.2,,,,,,,
eastern_downs,1997,7,1997.54,15.2,,,,,,,
eastern_downs,1997,8,1997.63,1,,,,,,,
eastern_downs,1997,9,1997.71,49.9,,,,,,,
eastern_downs,1997,10,1997.79,128.9,,,,,,,
eastern_downs,1997,11,1997.88,89.6,,,,,,,
eastern_downs,1997,12,1997.96,64.5,,,,,,,
eastern_downs,1998,1,1998.04,74.9,,,,,,,
eastern_downs,1998,2,1998.13,78.7,,,,,,,
eastern_downs,1998,3,1998.21,2.3,8.6,9,,,,,
eastern_downs,1998,4,1998.29,49.1,,,,,,,
eastern_downs,1998,5,1998.38,63.7,,,,,,,
eastern_downs,1998,6,1998.46,35.6,9.8,10.3,,,,,
eastern_downs,1998,7,1998.54,78.6,,,,,,,
eastern_downs,1998,8,1998.63,32.8,6.6,6.8,,,,,
eastern_downs,1998,9,1998.71,85.9,6.6,6.8,,,,,
eastern_downs,1998,10,1998.79,43.7,3.4,3.5,,,,,
eastern_downs,1998,11,1998.88,110.6,2.2,2.2,,,,,
eastern_downs,1998,12,1998.96,24.5,1.4,1.4,,,,,
eastern_downs,1999,1,1999.04,56.6,1.4,1.4,,,,,
eastern_downs,1999,2,1999.13,86.8,7.7,8,,,,,
eastern_downs,1999,3,1999.21,108.4,6.4,6.6,,,,,
eastern_downs,1999,4,1999.29,15.9,7.5,7.8,,,,,
eastern_downs,1999,5,1999.38,24.3,7.5,7.8,,,,,
eastern_downs,1999,6,1999.46,15.5,6.9,7.1,,,,,
eastern_downs,1999,7,1999.54,79.6,,,,,,,
eastern_downs,1999,8,1999.63,25.9,,,,,,,
eastern_downs,1999,9,1999.71,17,,,,,,,
eastern_downs,1999,10,1999.79,63.1,,,,,,,
eastern_downs,1999,11,1999.88,131.6,,,,,,,
eastern_downs,1999,12,1999.96,148.1,,,,,,,
eastern_downs,2000,1,2000.04,122.4,,,,,,,
